id,-2,,-1,0,1,,max,,区间,含义,
101,0.9128744,,0.00297408,0.03234225,0.05180936,,0.05180936,,,,
102,0.96520007,,0.000823764,0.01508943,0.018886741,,0.018886741,,,,
103,0.002636806,,0.000449966,0.040444057,0.95646924,,0.95646924,,,,
104,0.94130206,,0.002414978,0.027233358,0.029049607,,0.029049607,,,,
105,0.7806784,,0.026729478,0.17847084,0.014121235,,0.17847084,,,,
106,0.98016286,,0.001187048,0.011167973,0.007482144,,0.011167973,,,,
107,0.9647272,,0.002877822,0.016910711,0.015484215,,0.016910711,,,,
108,0.946558,,0.007219689,0.039652877,0.006569446,,0.039652877,,,,
109,0.9854613,,0.000981723,0.008127051,0.005429895,,0.008127051,,,,
110,0.035575543,,0.028107885,0.89008296,0.046233606,,0.89008296,,,,
111,0.9250983,,0.020346688,0.049779385,0.004775594,,0.049779385,,,,
112,0.9833655,,0.003432798,0.006397422,0.006804269,,0.006804269,,,,
113,0.023686979,,0.92611736,0.046531957,0.003663765,,0.92611736,,,,
114,0.011611932,,0.00012324,0.001570622,0.9866942,,0.9866942,,,,
115,0.9799477,,0.000382881,0.008472906,0.011196477,,0.011196477,,,,
116,0.9717349,,0.000272654,0.008086341,0.019906105,,0.019906105,,,,
117,0.9477787,,0.002717325,0.024530374,0.024973532,,0.024973532,,,,
118,0.97396266,,0.000509052,0.016876845,0.008651465,,0.016876845,,,,
119,0.9778399,,0.00079854,0.01373451,0.007627108,,0.01373451,,,,
120,0.87971437,,0.00141009,0.026775979,0.09209955,,0.09209955,,,,
121,0.003640104,,4.21E-05,0.001029969,0.9952878,,0.9952878,,,,
122,0.9228393,,0.001804366,0.022414159,0.052942194,,0.052942194,,,,
123,0.9785492,,0.000495627,0.00873307,0.012222087,,0.012222087,,,,
124,0.79194117,,0.00091238,0.096301265,0.110845245,,0.110845245,,,,
125,0.001888156,,6.08E-05,0.0015691,0.9964819,,0.9964819,,,,
126,0.9847134,,0.0002006,0.008402217,0.006683753,,0.008402217,,,,
127,0.001938524,,6.33E-05,0.001612844,0.99638534,,0.99638534,,,,
128,0.9883228,,0.000280725,0.006006544,0.005389926,,0.006006544,,,,
129,0.9877566,,0.000745013,0.007642048,0.003856357,,0.007642048,,,,
130,0.004170572,,0.96454805,0.029808778,0.001472574,,0.96454805,,,,
131,0.97932726,,0.000941434,0.010500426,0.009230894,,0.010500426,,,,
132,0.98187155,,0.000209234,0.006838056,0.011081122,,0.011081122,,,,
133,0.98798776,,0.001898597,0.006076,0.004037684,,0.006076,,,,
134,0.9476487,,0.002081676,0.02362048,0.026649168,,0.026649168,,,,
135,0.97699076,,0.000436509,0.013246971,0.009325672,,0.013246971,,,,
136,0.96974856,,0.00051885,0.011962742,0.017769936,,0.017769936,,,,
137,0.002170343,,6.26E-05,0.002313117,0.99545395,,0.99545395,,,,
138,0.9738467,,0.000989817,0.014407201,0.010756312,,0.014407201,,,,
139,0.8635836,,0.002684949,0.07700537,0.056726046,,0.07700537,,,,
140,0.94786435,,0.00214618,0.021488488,0.028500931,,0.028500931,,,,
141,0.69729406,,0.14552401,0.13421363,0.02296829,,0.14552401,,,,
142,0.9030483,,0.001230275,0.03781068,0.05791081,,0.05791081,,,,
143,0.97248036,,0.000520857,0.012307826,0.014690892,,0.014690892,,,,
144,0.001592116,,4.94E-05,0.001076298,0.99728215,,0.99728215,,,,
145,0.4659696,,0.013898769,0.41027972,0.109851934,,0.41027972,,,,
146,0.001973917,,5.61E-05,0.000699376,0.9972705,,0.9972705,,,,
147,0.9594181,,0.00028284,0.009417225,0.030881831,,0.030881831,,,,
148,0.003108639,,5.19E-05,0.000661406,0.99617803,,0.99617803,,,,
149,0.002339707,,6.10E-05,0.000906798,0.99669254,,0.99669254,,,,
150,0.94351196,,0.002150577,0.023280831,0.031056743,,0.031056743,,,,
151,0.984768,,0.000263707,0.007063524,0.007904822,,0.007904822,,,,
152,0.9780096,,0.001176199,0.014192981,0.006621214,,0.014192981,,,,
153,0.960095,,0.000500526,0.013190042,0.026214458,,0.026214458,,,,
154,0.8730313,,0.017174406,0.06963178,0.040162493,,0.06963178,,,,
155,0.20271122,,0.000194426,0.012259865,0.7848345,,0.7848345,,,,
156,0.002353551,,0.9912087,0.005937609,0.000500173,,0.9912087,,,,
157,0.9632573,,0.000215344,0.009235217,0.02729224,,0.02729224,,,,
158,0.945058,,0.024316197,0.024053931,0.006571787,,0.024316197,,,,
159,0.052000754,,0.2430826,0.6547887,0.050127987,,0.6547887,,,,
160,0.002821077,,7.38E-05,0.001958427,0.9951466,,0.9951466,,,,
161,0.009335252,,0.001821751,0.10694782,0.8818952,,0.8818952,,,,
162,0.9759926,,0.000576187,0.00879984,0.01463134,,0.01463134,,,,
163,0.95066684,,0.000647515,0.0421435,0.006542073,,0.0421435,,,,
164,0.98248196,,0.000680751,0.007988557,0.008848744,,0.008848744,,,,
165,0.9757907,,0.001783384,0.014776488,0.007649484,,0.014776488,,,,
166,0.52797145,,0.000564888,0.020349609,0.4511141,,0.4511141,,,,
167,0.97412306,,0.001443446,0.0156054,0.008828182,,0.0156054,,,,
168,0.9300974,,0.000340969,0.014134223,0.055427454,,0.055427454,,,,
169,0.00207301,,0.000715149,0.089923106,0.9072887,,0.9072887,,,,
170,0.98250616,,0.000334362,0.008147383,0.00901211,,0.00901211,,,,
171,0.9863898,,0.00451808,0.005040096,0.0040521,,0.005040096,,,,
172,0.002694053,,5.18E-05,0.00066537,0.9965887,,0.9965887,,,,
173,0.62871456,,0.28072155,0.07782844,0.012735525,,0.28072155,,,,
174,0.9824898,,0.000897338,0.012192106,0.004420732,,0.012192106,,,,
175,0.9783493,,0.001047178,0.006795985,0.013807466,,0.013807466,,,,
176,0.00291029,,5.47E-05,0.000757615,0.9962774,,0.9962774,,,,
177,0.003090553,,4.30E-05,0.000969366,0.99589705,,0.99589705,,,,
178,0.975072,,0.000541794,0.011445886,0.012940255,,0.012940255,,,,
179,0.98478925,,0.000319629,0.006672123,0.008218924,,0.008218924,,,,
180,0.003192241,,6.96E-05,0.00098287,0.9957553,,0.9957553,,,,
181,0.9761336,,0.00064885,0.014171681,0.009045879,,0.014171681,,,,
182,0.9568201,,0.003185395,0.017083924,0.022910647,,0.022910647,,,,
183,0.98324263,,0.000322846,0.00723888,0.00919576,,0.00919576,,,,
184,0.92721194,,0.000225206,0.01064941,0.06191351,,0.06191351,,,,
185,0.97121847,,0.000664362,0.013836113,0.014281059,,0.014281059,,,,
186,0.9805848,,0.001554086,0.010389521,0.00747154,,0.010389521,,,,
187,0.21761884,,0.000359853,0.013121085,0.7689003,,0.7689003,,,,
188,0.9641842,,0.001611475,0.020609753,0.01359457,,0.020609753,,,,
189,0.69280696,,0.000285875,0.011240964,0.2956662,,0.2956662,,,,
190,0.98309094,,0.000598508,0.007571174,0.008739339,,0.008739339,,,,
191,0.9742785,,0.000346314,0.01123128,0.014143907,,0.014143907,,,,
192,0.32036054,,0.000583722,0.015585126,0.6634706,,0.6634706,,,,
193,0.9747429,,0.000393433,0.011679792,0.013183825,,0.013183825,,,,
194,0.12720363,,0.84054506,0.027934778,0.004316534,,0.84054506,,,,
195,0.22150052,,0.5250827,0.21091625,0.04250057,,0.5250827,,,,
196,0.97293913,,0.007985887,0.012103671,0.006971339,,0.012103671,,,,
197,0.97435635,,0.000794816,0.014387965,0.010460907,,0.014387965,,,,
198,0.003027287,,0.003295713,0.9397705,0.0539064,,0.9397705,,,,
199,0.013153805,,0.15072866,0.71773535,0.11838211,,0.71773535,,,,
200,0.9768838,,0.000552297,0.010487412,0.012076412,,0.012076412,,,,
201,0.97908235,,0.000340405,0.010966027,0.009611194,,0.010966027,,,,
202,0.90509206,,0.003103842,0.018113881,0.07369022,,0.07369022,,,,
203,0.9750564,,0.000744438,0.010894867,0.013304213,,0.013304213,,,,
204,0.98637706,,0.000296239,0.006276981,0.007049786,,0.007049786,,,,
205,0.97946745,,0.000502227,0.009254509,0.010775879,,0.010775879,,,,
206,0.98790807,,0.000286437,0.006644492,0.00516098,,0.006644492,,,,
207,0.9808683,,0.000708062,0.012383152,0.006040424,,0.012383152,,,,
208,0.000828758,,0.9737983,0.024408422,0.000964528,,0.9737983,,,,
209,0.973089,,0.000324007,0.009951964,0.01663501,,0.01663501,,,,
210,0.97942424,,0.000343729,0.007936798,0.012295256,,0.012295256,,,,
211,0.9761174,,0.000492505,0.010128625,0.013261452,,0.013261452,,,,
212,0.005255347,,0.002464826,0.17579673,0.816483,,0.816483,,,,
213,0.96173394,,0.006394656,0.023977503,0.007893866,,0.023977503,,,,
214,0.112868175,,0.1453615,0.6244339,0.11733645,,0.6244339,,,,
215,0.002643762,,6.63E-05,0.000990985,0.99629897,,0.99629897,,,,
216,0.8534479,,0.004006715,0.034993045,0.10755228,,0.10755228,,,,
217,0.98498034,,0.000587105,0.008572128,0.00586045,,0.008572128,,,,
218,0.9877972,,0.000373687,0.00559622,0.006232954,,0.006232954,,,,
219,0.96024996,,0.000884126,0.015171873,0.023694038,,0.023694038,,,,
220,0.28651,,0.09101184,0.57260567,0.049872555,,0.57260567,,,,
221,0.002053657,,5.25E-05,0.000817304,0.9970765,,0.9970765,,,,
222,0.6703609,,0.02314635,0.29001015,0.016482575,,0.29001015,,,,
223,0.97554,,0.001238422,0.013916791,0.009304783,,0.013916791,,,,
224,0.96750146,,0.000336021,0.01126377,0.020898806,,0.020898806,,,,
225,0.004061975,,7.85E-05,0.002313667,0.99354583,,0.99354583,,,,
226,0.9821426,,0.00070822,0.009725989,0.007423134,,0.009725989,,,,
227,0.002792331,,6.88E-05,0.001103047,0.9960359,,0.9960359,,,,
228,0.74316794,,0.003594736,0.03218133,0.221056,,0.221056,,,,
229,0.8528068,,0.000841282,0.024786256,0.12156566,,0.12156566,,,,
230,0.8148463,,0.000474945,0.015711002,0.16896784,,0.16896784,,,,
231,0.9753813,,0.001892891,0.015171255,0.007554616,,0.015171255,,,,
232,0.985314,,0.000380424,0.007830458,0.006475042,,0.007830458,,,,
233,0.9703342,,0.000731001,0.010374823,0.018559927,,0.018559927,,,,
234,0.98419744,,0.001414614,0.010124438,0.004263565,,0.010124438,,,,
235,0.9709778,,0.000480541,0.010801159,0.017740492,,0.017740492,,,,
236,0.002543408,,0.5824433,0.39989662,0.015116746,,0.5824433,,,,
237,0.13450295,,0.054159526,0.7996843,0.011653216,,0.7996843,,,,
238,0.8545058,,0.002232181,0.037286654,0.10597542,,0.10597542,,,,
239,0.9865303,,0.000448808,0.006434322,0.006586584,,0.006586584,,,,
240,0.013587942,,0.026603157,0.9188785,0.040930435,,0.9188785,,,,
241,0.97431177,,0.000523068,0.011702923,0.013462289,,0.013462289,,,,
242,0.06506465,,0.000132791,0.003734513,0.931068,,0.931068,,,,
243,0.007219902,,3.76E-05,0.000728912,0.99201363,,0.99201363,,,,
244,0.9787587,,0.000422027,0.008784093,0.012035217,,0.012035217,,,,
245,0.9869546,,0.000457585,0.006447411,0.006140408,,0.006447411,,,,
246,0.99178433,,0.00048273,0.004965677,0.002767245,,0.004965677,,,,
247,0.96058726,,0.000441789,0.012424125,0.026546855,,0.026546855,,,,
248,9.16E-05,,0.99573517,0.003899504,0.000273731,,0.99573517,,,,
249,0.002043686,,6.14E-05,0.002106783,0.99578816,,0.99578816,,,,
250,0.009182307,,7.68E-05,0.002272298,0.98846847,,0.98846847,,,,
251,0.9857201,,0.000468816,0.007990841,0.005820171,,0.007990841,,,,
252,0.001744262,,9.93E-05,0.004967063,0.99318945,,0.99318945,,,,
253,0.9565337,,0.000486425,0.017731637,0.02524828,,0.02524828,,,,
254,0.003074962,,3.84E-05,0.000589838,0.9962968,,0.9962968,,,,
255,0.97094256,,0.00116094,0.013871423,0.014025021,,0.014025021,,,,
256,0.005127639,,0.97879595,0.015061987,0.001014429,,0.97879595,,,,
257,0.005127631,,0.97879595,0.015061965,0.001014429,,0.97879595,,,,
258,0.97780424,,0.000576266,0.010542444,0.011077041,,0.011077041,,,,
259,0.003129779,,5.86E-05,0.000828785,0.9959829,,0.9959829,,,,
260,0.89879334,,0.019318772,0.05337561,0.028512273,,0.05337561,,,,
261,0.004375669,,6.08E-05,0.000952211,0.99461126,,0.99461126,,,,
262,0.9705955,,0.000910338,0.011381228,0.017112978,,0.017112978,,,,
263,0.9773158,,0.000609364,0.011257732,0.010817227,,0.011257732,,,,
264,0.1856613,,0.20017402,0.5061351,0.10802959,,0.5061351,,,,
265,0.980821,,0.00021181,0.006593664,0.012373447,,0.012373447,,,,
266,0.966611,,0.000396489,0.009160014,0.023832437,,0.023832437,,,,
267,0.9764114,,0.000899419,0.012729401,0.009959755,,0.012729401,,,,
268,0.9780953,,0.000742118,0.010014826,0.011147685,,0.011147685,,,,
269,0.9717206,,0.000275482,0.00787495,0.020129053,,0.020129053,,,,
270,0.002909186,,5.93E-05,0.000657079,0.9963744,,0.9963744,,,,
271,0.96111834,,0.001678857,0.020636708,0.01656606,,0.020636708,,,,
272,0.98892283,,0.000330981,0.005728292,0.005017896,,0.005728292,,,,
273,0.032533433,,0.001041337,0.0908611,0.8755642,,0.8755642,,,,
274,0.98465514,,0.00029097,0.008634809,0.006419095,,0.008634809,,,,
275,0.941279,,0.011163161,0.040906414,0.006651461,,0.040906414,,,,
276,0.022110038,,0.83981836,0.13355775,0.004513911,,0.83981836,,,,
277,0.9582197,,0.000536428,0.01277489,0.028468952,,0.028468952,,,,
278,0.002230852,,5.01E-05,0.000817342,0.99690163,,0.99690163,,,,
279,0.19244938,,0.67137843,0.12758471,0.008587486,,0.67137843,,,,
280,0.9823553,,0.000317353,0.007038905,0.010288487,,0.010288487,,,,
281,0.002237447,,8.08E-05,0.001024104,0.9966576,,0.9966576,,,,
282,0.0038194,,0.000779608,0.048647717,0.94675326,,0.94675326,,,,
283,0.96305317,,0.000479678,0.010025993,0.026441216,,0.026441216,,,,
284,0.006299826,,0.000133221,0.001155254,0.9924117,,0.9924117,,,,
285,0.97185624,,0.002925332,0.011583204,0.013635281,,0.013635281,,,,
286,0.97362727,,0.001097466,0.009594494,0.015680779,,0.015680779,,,,
287,0.001498031,,0.000122977,0.007517996,0.99086106,,0.99086106,,,,
288,0.9655059,,0.000607403,0.017385479,0.016501272,,0.017385479,,,,
289,0.97792345,,0.001009813,0.008562179,0.012504604,,0.012504604,,,,
290,0.9710476,,0.000609993,0.009712129,0.01863023,,0.01863023,,,,
291,0.8880486,,0.000936254,0.027774593,0.08324056,,0.08324056,,,,
292,0.98570675,,0.000369746,0.006219561,0.00770385,,0.00770385,,,,
293,0.9815673,,0.000447343,0.007910138,0.010075173,,0.010075173,,,,
294,0.76908815,,0.013093463,0.17400742,0.043811016,,0.17400742,,,,
295,0.97578543,,0.001683701,0.010892988,0.011637929,,0.011637929,,,,
296,0.06782194,,0.6236647,0.30163905,0.006874304,,0.6236647,,,,
297,0.9070216,,0.000482861,0.016009659,0.07648591,,0.07648591,,,,
298,0.9661704,,0.000269749,0.008881623,0.024678288,,0.024678288,,,,
299,0.9842594,,0.000623837,0.009604477,0.005512209,,0.009604477,,,,
300,0.91676,,0.000248069,0.009803231,0.07318869,,0.07318869,,,,
301,0.003090719,,5.06E-05,0.000649089,0.9962095,,0.9962095,,,,
302,0.96633655,,0.000486627,0.013697313,0.019479545,,0.019479545,,,,
303,0.07129276,,0.04233205,0.8697173,0.016657904,,0.8697173,,,,
304,0.9782069,,0.000691411,0.014242587,0.006859185,,0.014242587,,,,
305,0.97825885,,0.009421492,0.009475526,0.002844049,,0.009475526,,,,
306,0.981913,,0.00022384,0.006958702,0.010904589,,0.010904589,,,,
307,0.9646914,,0.000682829,0.01779622,0.016829537,,0.01779622,,,,
308,0.9837308,,0.000519592,0.008836786,0.006912801,,0.008836786,,,,
309,0.9823073,,0.000632965,0.008273853,0.008785831,,0.008785831,,,,
310,0.004125752,,6.74E-05,0.000841816,0.994965,,0.994965,,,,
311,0.9766018,,0.000760731,0.011793229,0.01084424,,0.011793229,,,,
312,0.008188701,,4.14E-05,0.000832573,0.9909374,,0.9909374,,,,
313,0.001694786,,5.22E-05,0.001494964,0.99675816,,0.99675816,,,,
314,0.92266226,,0.006934401,0.058007594,0.012395723,,0.058007594,,,,
315,0.96333086,,0.000863812,0.023010159,0.012795175,,0.023010159,,,,
316,0.8211569,,0.009114042,0.03581269,0.13391644,,0.13391644,,,,
317,0.9875426,,0.000365807,0.007135702,0.004955897,,0.007135702,,,,
318,0.98381084,,0.001074896,0.008278073,0.006836207,,0.008278073,,,,
319,0.98766124,,0.000497826,0.006824696,0.005016283,,0.006824696,,,,
320,0.001931931,,5.06E-05,0.000904288,0.9971132,,0.9971132,,,,
321,0.98376065,,0.000248283,0.006741412,0.00924967,,0.00924967,,,,
322,0.9677547,,0.000379282,0.012678419,0.019187557,,0.019187557,,,,
323,0.98348975,,0.000660125,0.008294457,0.007555689,,0.008294457,,,,
324,0.88959587,,0.000629084,0.018679012,0.09109606,,0.09109606,,,,
325,0.9612939,,0.000367472,0.013590525,0.024748037,,0.024748037,,,,
326,0.981793,,0.000521746,0.007785305,0.009899973,,0.009899973,,,,
327,0.97242165,,0.001012595,0.009341334,0.017224481,,0.017224481,,,,
328,0.9601364,,0.000631958,0.017977148,0.021254579,,0.021254579,,,,
329,0.9601364,,0.000631958,0.017977148,0.021254579,,0.021254579,,,,
330,0.97690725,,0.000409925,0.011239721,0.011443035,,0.011443035,,,,
331,0.97786033,,0.000355309,0.007641355,0.014143029,,0.014143029,,,,
332,0.002804393,,0.000118257,0.013609744,0.98346764,,0.98346764,,,,
333,0.956728,,0.001542969,0.0236516,0.018077476,,0.0236516,,,,
334,0.9517354,,0.000424636,0.02065882,0.027181126,,0.027181126,,,,
335,0.7359011,,0.000859575,0.014540118,0.24869922,,0.24869922,,,,
336,0.9741445,,0.00977586,0.01136093,0.004718681,,0.01136093,,,,
337,0.003135329,,8.15E-05,0.001086251,0.9956969,,0.9956969,,,,
338,0.004133167,,6.50E-05,0.002119581,0.99368227,,0.99368227,,,,
339,0.00207014,,0.00020316,0.012396802,0.98532987,,0.98532987,,,,
340,0.99152315,,0.00052909,0.005066878,0.002880892,,0.005066878,,,,
341,0.006725457,,9.47E-05,0.004749231,0.9884306,,0.9884306,,,,
342,0.9303576,,0.00043963,0.012547716,0.05665511,,0.05665511,,,,
343,0.93001664,,0.013959498,0.036437526,0.019586306,,0.036437526,,,,
344,0.029043704,,5.91E-05,0.003486695,0.9674105,,0.9674105,,,,
345,0.4732995,,0.010685242,0.5032291,0.012786203,,0.5032291,,,,
346,0.9807772,,0.00060724,0.008136742,0.010478786,,0.010478786,,,,
347,0.96833193,,0.000457669,0.010685394,0.020525025,,0.020525025,,,,
348,0.002491385,,6.71E-05,0.000822409,0.9966191,,0.9966191,,,,
349,0.02672474,,0.000576685,0.046563983,0.9261345,,0.9261345,,,,
350,0.002697423,,0.000112068,0.002154986,0.9950355,,0.9950355,,,,
351,0.002618376,,9.40E-05,0.001615687,0.995672,,0.995672,,,,
352,0.988135,,0.000535938,0.005308368,0.006020725,,0.006020725,,,,
353,0.83710533,,0.00083411,0.020250203,0.14181037,,0.14181037,,,,
354,0.018542726,,6.38E-05,0.001371311,0.98002213,,0.98002213,,,,
355,0.9580652,,0.001178306,0.009127316,0.031629164,,0.031629164,,,,
356,0.7758542,,0.000548352,0.019857528,0.20373997,,0.20373997,,,,
357,0.9489892,,0.003736559,0.02783219,0.0194421,,0.02783219,,,,
358,0.001741817,,6.91E-05,0.002994635,0.9951944,,0.9951944,,,,
359,0.91129035,,0.003423644,0.033454135,0.051831894,,0.051831894,,,,
360,0.9640542,,0.000454776,0.013477153,0.022013862,,0.022013862,,,,
361,0.000237608,,0.9596808,0.03917668,0.000904926,,0.9596808,,,,
362,0.001339814,,8.18E-05,0.002806227,0.9957722,,0.9957722,,,,
363,0.004276454,,7.18E-05,0.001182306,0.9944695,,0.9944695,,,,
364,0.003324942,,6.89E-05,0.001851348,0.9947549,,0.9947549,,,,
365,0.98340696,,0.00032335,0.008276636,0.007993037,,0.008276636,,,,
