-2,-1,0,1,max
0.019802943,0.000115026,0.004364586,0.9757175,0.9757175
0.9447121,0.000948369,0.03506175,0.019277737,0.03506175
0.9857065,0.003781234,0.007499131,0.003013187,0.007499131
0.9589943,0.00133917,0.02786053,0.011805976,0.02786053
0.9914436,0.000493421,0.003337472,0.004725568,0.004725568
0.001492873,0.00122064,0.041301414,0.955985,0.955985
0.6350244,0.001988351,0.27260116,0.09038607,0.27260116
0.9941922,0.002100156,0.002577242,0.001130496,0.002577242
0.9786097,0.001255306,0.011656458,0.008478543,0.011656458
0.50334734,0.004978286,0.42735168,0.06432272,0.42735168
0.001545702,0.004836021,0.072695166,0.92092305,0.92092305
0.98316944,0.001000158,0.006495363,0.009335041,0.009335041
0.9749835,0.000535728,0.012632815,0.01184797,0.012632815
0.9909815,0.000532297,0.003177211,0.005308929,0.005308929
0.9820988,0.000526318,0.006737701,0.010637132,0.010637132
0.001658703,6.78E-05,0.001788519,0.996485,0.996485
0.9900327,0.00069497,0.003700579,0.005571805,0.005571805
0.9867942,0.000380093,0.005230969,0.007594763,0.007594763
0.39973506,0.21343063,0.359647,0.027187224,0.359647
0.990289,0.000605458,0.00318458,0.005920971,0.005920971
0.8844589,0.001279982,0.020703249,0.093557894,0.093557894
0.9913413,0.001651332,0.004462653,0.002544829,0.004462653
0.9916543,0.00180781,0.004954778,0.001583092,0.004954778
0.98998475,0.002842848,0.005381065,0.001791353,0.005381065
0.99154484,0.000611887,0.005813364,0.002029829,0.005813364
0.047139727,0.4548225,0.4372616,0.060776185,0.4548225
0.9861098,0.001617676,0.006856153,0.005416462,0.006856153
0.89687747,0.001764265,0.07171791,0.029640378,0.07171791
0.9903652,0.000441005,0.00484268,0.004351184,0.00484268
0.001141378,0.00035686,0.009199019,0.9893028,0.9893028
0.99185055,0.002775551,0.002792836,0.002581058,0.002792836
0.93265307,0.000657432,0.036303077,0.030386472,0.036303077
0.002423299,6.54E-05,0.001046532,0.9964647,0.9964647
0.98279136,0.000640486,0.005823176,0.010744882,0.010744882
0.99114484,0.000332923,0.004803786,0.003718413,0.004803786
0.9912437,0.003870436,0.003640473,0.001245452,0.003870436
0.9778725,0.00085239,0.006459506,0.014815656,0.014815656
0.956646,0.008135198,0.022046179,0.013172524,0.022046179
0.0203407,0.004403132,0.38766858,0.58758754,0.58758754
0.90495384,0.00189223,0.026939074,0.066214874,0.066214874
0.9928411,0.002798493,0.002923326,0.00143699,0.002923326
0.97601056,0.001049003,0.015393274,0.007547079,0.015393274
0.9895667,0.000663176,0.004441345,0.005328759,0.005328759
0.001852,7.28E-05,0.000970762,0.99710447,0.99710447
0.9943673,0.001473095,0.001793981,0.002365687,0.002365687
0.9868128,0.000334735,0.004280916,0.008571607,0.008571607
0.9849458,0.001282894,0.00953553,0.004235829,0.00953553
0.99151707,0.002501383,0.003778186,0.002203328,0.003778186
0.98912853,0.00068026,0.005281309,0.004909919,0.005281309
0.9649738,0.000714853,0.022186603,0.012124803,0.022186603
0.85533786,0.000476453,0.015467051,0.12871863,0.12871863
0.9111714,0.07812645,0.008051575,0.002650676,0.07812645
0.9892196,0.000609015,0.006096875,0.004074602,0.006096875
0.9683275,0.001759281,0.020083206,0.009829909,0.020083206
0.9884918,0.00193752,0.006686454,0.002884272,0.006686454
0.019611327,0.005452983,0.8517606,0.12317512,0.8517606
0.99324554,0.003946599,0.001775344,0.001032443,0.003946599
0.010427529,0.000236725,0.009096488,0.9802392,0.9802392
0.99196833,0.003687759,0.002694777,0.001649049,0.003687759
0.9838387,0.000751102,0.009987811,0.005422459,0.009987811
0.9910391,0.004742015,0.002463998,0.001754774,0.004742015
0.9058632,0.000961138,0.023979094,0.06919662,0.06919662
0.98945075,0.00464486,0.00408085,0.00182355,0.00464486
0.96701294,0.000557623,0.008634119,0.023795383,0.023795383
0.99015045,0.003266341,0.002682907,0.003900316,0.003900316
0.9622203,0.000556425,0.024582798,0.012640453,0.024582798
0.9737974,0.001076221,0.015664712,0.009461727,0.015664712
0.9773402,0.000934922,0.017520916,0.004203836,0.017520916
0.010129063,0.001131987,0.10278438,0.8859545,0.8859545
0.9949285,0.001194813,0.00211221,0.001764498,0.00211221
0.19501397,0.49306062,0.2826782,0.029247154,0.49306062
0.92310596,0.000943921,0.03121202,0.044738114,0.044738114
0.9654183,0.000672573,0.01152639,0.022382794,0.022382794
0.9653278,0.001893084,0.019458571,0.013320486,0.019458571
0.98693293,0.007681624,0.002042861,0.003342684,0.007681624
0.9864162,0.008430283,0.003105313,0.002048187,0.008430283
0.97196203,0.000454928,0.011810909,0.015772108,0.015772108
0.99208707,0.002831633,0.003557809,0.001523529,0.003557809
0.95468676,0.000454071,0.015712647,0.029146504,0.029146504
0.001845609,7.55E-05,0.00261884,0.99546,0.99546
0.9907047,0.00053023,0.004858339,0.003906655,0.004858339
0.005154265,0.000479866,0.03581125,0.9585547,0.9585547
0.9594732,0.000747926,0.015837763,0.023941144,0.023941144
0.001288033,8.19E-05,0.002812614,0.9958175,0.9958175
0.9889894,0.00040597,0.004704366,0.005900377,0.005900377
0.056541428,0.032754906,0.8293909,0.08131279,0.8293909
0.9954281,0.00094122,0.002468801,0.001161823,0.002468801
0.9632059,0.000299357,0.009282616,0.027212167,0.027212167
0.97170717,0.000860152,0.017602686,0.009830005,0.017602686
0.8559734,0.0005772,0.052702438,0.090746865,0.090746865
0.99313724,0.000957561,0.002986057,0.002919196,0.002986057
