experiment_name,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,f1_score,accuracy
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9359898513705137,0.9358837358409917,0.9356835057196837,0.93059436685136,0.928460929394963,0.9292443349188982,0.9292443349188982,0.9358837358409917
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9294122696119616,0.9292583885445608,0.9293280634744356,0.9215035975809407,0.9226743013898827,0.9220789830070895,0.9220789830070895,0.9292583885445608
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9309400294849703,0.9292583885445608,0.9296973005285225,0.9203773655470453,0.924973062048946,0.9221635349508714,0.9221635349508714,0.9292583885445608
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9342481636349439,0.9339602479162215,0.9338233229731232,0.9305301977060703,0.9244941692132741,0.9272600277158297,0.9272600277158297,0.9339602479162215
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.931090931997259,0.930968155588801,0.9302813265426394,0.9291162099947531,0.9172866996271668,0.9221759892634293,0.9221759892634293,0.930968155588801
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9300486109695802,0.9286172259029707,0.9290446092027894,0.9190688027783521,0.9244477240030547,0.9213732626164063,0.9213732626164063,0.9286172259029707
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9293308643308489,0.9294721094250908,0.9290698789391043,0.9271904403707033,0.9173042721339733,0.9218660381105961,0.9218660381105961,0.9294721094250908
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9265775246280871,0.9262662962171404,0.9260217917153376,0.9233856155582602,0.9151759565053966,0.9189122809183612,0.9189122809183612,0.9262662962171404
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9319254340152217,0.9322504808719811,0.9319533037035275,0.9254869503399791,0.9220487963904379,0.923593639076027,0.923593639076027,0.9322504808719811
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9353078715979097,0.9348151314383415,0.9350048284245067,0.9265012507384403,0.9299007942483083,0.9281237237579618,0.9281237237579618,0.9348151314383415
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_256,0.931536994161121,0.9316093182303911,0.9314397045200361,0.9260123827939722,0.9236678773906362,0.9246809550636069,0.9246809550636069,0.9316093182303911
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_256,0.9335531217919507,0.9326779226330413,0.9329673809459568,0.923689782836655,0.9296985570579462,0.9265048802401624,0.9265048802401624,0.9326779226330413
fusion_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_256,0.9348587619437421,0.9350288523188716,0.9345589665196544,0.9328448569582499,0.9235026761485069,0.9276410873639045,0.9276410873639045,0.9350288523188716
