FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,location,0.882995872,0.887,0.884676589,0.73797449,0.710882178,0.721854314,0.721854314,0.887
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,service,0.811959507,0.814133333,0.812775063,0.759876277,0.762815261,0.760906504,0.760906504,0.814133333
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,price,0.809931585,0.806266667,0.807720861,0.791233995,0.787890516,0.789192354,0.789192354,0.806266667
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,environment,0.844204538,0.849666667,0.845090242,0.771201238,0.742087146,0.753711623,0.753711623,0.849666667
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,dish,0.777378691,0.790066667,0.780542343,0.721735424,0.646776346,0.678739778,0.678739778,0.790066667
,,,,,0.756404285,0.730090289,0.740880914,,
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,location,0.883652311,0.888066667,0.885383913,0.73496152,0.707498935,0.717194027,0.717194027,0.888066667
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,service,0.812381451,0.814866667,0.813468164,0.761551427,0.760286779,0.760720172,0.760720172,0.814866667
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,price,0.806016799,0.8052,0.805265713,0.786326606,0.785968211,0.785860577,0.785860577,0.8052
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,environment,0.843622315,0.8484,0.844348931,0.764427113,0.741649233,0.750552519,0.750552519,0.8484
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,dish,0.782142512,0.793333333,0.784925045,0.729373687,0.647817612,0.682177033,0.682177033,0.793333333
,,,,,0.755328071,0.728644154,0.739300866,,
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,location,0.880488648,0.883133333,0.881274104,0.741417562,0.705817977,0.721003343,0.721003343,0.883133333
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,service,0.81357799,0.8168,0.814936154,0.764426891,0.765395552,0.764477712,0.764477712,0.8168
FuzzyBertCNNBiGRUModel_multiGPU_20210111_filter_512_window_size_4_gru_dim1_256_epoch_3_batchSize_80,price,0.804122264,0.800266667,0.801681951,0.781735037,0.78354539,0.78215074,0.78215074,0.800266667
