BertCNNBiGRUModel_multiGPU_20210423,location,0.8840397717640717,0.8887333333333334,0.8859344579543896,0.7436107801425355,0.7059011881658146,0.7210517313132617,0.7210517313132617,0.8887333333333334
BertCNNBiGRUModel_multiGPU_20210423,service,0.8148085613846425,0.8135333333333333,0.813938273568513,0.7579358898148632,0.7656388066871892,0.7614075054583557,0.7614075054583557,0.8135333333333333
BertCNNBiGRUModel_multiGPU_20210423,price,0.8077185901587741,0.8048666666666666,0.8059094425940904,0.7892025664061334,0.7869053645094968,0.7877220332358896,0.7877220332358896,0.8048666666666666
BertCNNBiGRUModel_multiGPU_20210423,environment,0.84448304151564,0.8479333333333333,0.8448565465290667,0.7596810746775,0.7466302927126238,0.7511967928555429,0.7511967928555429,0.8479333333333333
BertCNNBiGRUModel_multiGPU_20210423,dish,0.7849963861719879,0.794,0.7875742330389108,0.7177466727096529,0.6560658945655709,0.6832161165751562,0.6832161165751562,0.794
BertCNNBiGRUModel_multiGPU_20210423_filter_256_window_size_4_gru_dim_256_epoch_3_batchSize_96,location,0.5602270011947432,0.5866666666666667,0.48290805137844617,0.3008192524321557,0.27014211749788675,0.23079182330827067,0.23079182330827067,0.5866666666666667
BertCNNBiGRUModel_multiGPU_20210423_filter_256_window_size_4_gru_dim_256_epoch_3_batchSize_96,service,0.25,0.5,0.3333333333333333,0.125,0.25,0.16666666666666666,0.16666666666666666,0.5
BertCNNBiGRUModel_multiGPU_20210423_filter_256_window_size_4_gru_dim_256_epoch_3_batchSize_96,price,0.3006206415620642,0.37666666666666665,0.29037790164235255,0.2118200836820084,0.2802892071891251,0.2102171070740435,0.2102171070740435,0.37666666666666665
BertCNNBiGRUModel_multiGPU_20210423_filter_256_window_size_4_gru_dim_256_epoch_3_batchSize_96,environment,0.2055111111111111,0.4533333333333333,0.28281345565749233,0.11333333333333333,0.25,0.15596330275229356,0.15596330275229356,0.4533333333333333
BertCNNBiGRUModel_multiGPU_20210423_filter_256_window_size_4_gru_dim_256_epoch_3_batchSize_96,dish,0.3927111111111112,0.6266666666666667,0.48284153005464486,0.15666666666666668,0.25,0.19262295081967215,0.19262295081967215,0.6266666666666667
