model,w-precision,w-recall,w-f1,precision,recall,f1,acc
cnn_epoch_3_language_256_cnode_256,0.9199392469819296,0.9197696737044145,0.9198429160392555,0.9137686638279091,0.9152823658958629,0.9145125016702758,0.9197696737044145
cnn_epoch_3_language_256_cnode_256,0.9030663309818779,0.9032629558541266,0.9009642464465586,0.9022077922077922,0.8656271962354614,0.8808901720511582,0.9032629558541266
cnn_epoch_3_language_256_cnode_256,0.8844088373547868,0.8813819577735125,0.8778769788221692,0.8909057584449809,0.8470500280154816,0.8628307432133643,0.8813819577735125
cnn_epoch_3_language_256_cnode_256,0.9262967713002807,0.9266513056835638,0.9259236483388527,0.9235326049221408,0.9070432541298081,0.9145771270314949,0.9266513056835638
cnn_epoch_3_language_512_cnode_64,0.8718198233306024,0.8698656429942418,0.8644707463151005,0.8764499541275574,0.8184173860428139,0.8389059846646969,0.8698656429942418
cnn_epoch_3_language_512_cnode_64,0.8649403493702171,0.8652591170825336,0.8650522453379279,0.8606873169979966,0.8584788793832294,0.8595320361529241,0.8652591170825336
cnn_epoch_3_language_512_cnode_64,0.8057949598221746,0.8034548944337812,0.7989489933831622,0.8084637486817946,0.7812351675811673,0.7886712476534168,0.8034548944337812
cnn_epoch_3_language_512_cnode_64,0.8987176457833878,0.8990403071017274,0.8988665952304106,0.879590999857367,0.8769874153967323,0.878272087819853,0.8990403071017274
cnn_epoch_3_language_512_cnode_64,0.8856922991573922,0.8882917466410749,0.8859939351989905,0.8644409720018307,0.8356071513171455,0.8484232260355611,0.8882917466410749
cnn_epoch_3_language_512_cnode_64,0.9447303643817847,0.9431861804222649,0.9438442153892342,0.8799799233519194,0.8980041395623891,0.8886590102047653,0.9431861804222649
cnn_epoch_3_language_512_cnode_64,0.9130532556774859,0.9132437619961612,0.9126937605357114,0.9119391339030898,0.9016186880604058,0.9062607077393788,0.9132437619961612
cnn_epoch_3_language_512_cnode_64,0.9091876384288419,0.909021113243762,0.9091005823405637,0.8923186371802431,0.893691786739113,0.8930001433285251,0.909021113243762
cnn_epoch_3_language_512_cnode_64,0.899004098940172,0.8955854126679462,0.8926895492159611,0.9067259571771467,0.8637716472973795,0.8796076544357723,0.8955854126679462
cnn_epoch_3_language_512_cnode_64,0.9357430978004134,0.9358678955453149,0.9352083167975762,0.934802000051975,0.9172643104224578,0.925260571749717,0.9358678955453149
cnn_epoch_3_language_512_cnode_128,0.8784244922883407,0.8756238003838771,0.870369559067126,0.8849617508673236,0.8245641347068297,0.845841095890411,0.8756238003838771
cnn_epoch_3_language_512_cnode_128,0.8478393504299587,0.8426103646833013,0.84366057847914,0.8360041014408728,0.8451110863326807,0.8389064856711915,0.8426103646833013
cnn_epoch_3_language_512_cnode_128,0.8178734026572211,0.8115163147792707,0.8057440107714781,0.8237518680887621,0.7859989287104383,0.7950685913902709,0.8115163147792707
cnn_epoch_3_language_512_cnode_128,0.9041912612731049,0.9051823416506718,0.9044471232422009,0.890633789954338,0.8786996665448437,0.8843323016565972,0.9051823416506718
cnn_epoch_3_language_512_cnode_128,0.869595115212435,0.8656429942418427,0.8672253745402987,0.8217516507703595,0.8372830009321385,0.8289135130834486,0.8656429942418427
cnn_epoch_3_language_512_cnode_128,0.9444957089275741,0.94510556621881,0.9447701493302747,0.8933508588216472,0.8838527498521584,0.8885115893896038,0.94510556621881
cnn_epoch_3_language_512_cnode_128,0.9168230448783813,0.9170825335892514,0.9166972569714802,0.9147996507638579,0.9071590372817366,0.9106887763848095,0.9170825335892514
cnn_epoch_3_language_512_cnode_128,0.9054710843394975,0.9044145873320537,0.9015151496949129,0.9092131524113173,0.8622354447750082,0.8809757767828585,0.9044145873320537
cnn_epoch_3_language_512_cnode_128,0.8914518753074105,0.8833013435700576,0.8784576609510141,0.9048691701377567,0.8422443700528088,0.8625104516501803,0.8833013435700576
cnn_epoch_3_language_512_cnode_128,0.941479037432667,0.9412442396313364,0.9413429037332228,0.9316602202861135,0.9345694673241647,0.9330909970299948,0.9412442396313364
cnn_epoch_3_language_512_cnode_256,0.8751697020874153,0.872552783109405,0.8671014391191497,0.8812181202155126,0.8207101643338666,0.8419023343014498,0.872552783109405
cnn_epoch_3_language_512_cnode_256,0.8564869272955907,0.8560460652591171,0.8562292534680244,0.8499128963399396,0.8516986430950275,0.8507659345317888,0.8560460652591171
cnn_epoch_3_language_512_cnode_256,0.815417985638831,0.8030710172744722,0.794612786131514,0.8244611016121153,0.772290265784744,0.782222900145346,0.8030710172744722
cnn_epoch_3_language_512_cnode_256,0.9019550151237528,0.9028790786948176,0.902246820151612,0.887015987391537,0.8770656796167391,0.881803793921297,0.9028790786948176
cnn_epoch_3_language_512_cnode_256,0.8739402466195797,0.8633397312859885,0.8666947973198339,0.8173891923611412,0.8502544922614048,0.8308979487044834,0.8633397312859885
cnn_epoch_3_language_512_cnode_256,0.9443941278456733,0.946257197696737,0.9444536542641181,0.9137033789598454,0.8616144293317564,0.8850333393858694,0.946257197696737
cnn_epoch_3_language_512_cnode_256,0.9195775306404677,0.9193857965451055,0.9194674231718376,0.9132982390173592,0.9149756174296051,0.914120879120879,0.9193857965451055
cnn_epoch_3_language_512_cnode_256,0.9083522111654267,0.9032629558541266,0.898902508908094,0.9213709375046868,0.8512056551413785,0.8765937576134918,0.9032629558541266
cnn_epoch_3_language_512_cnode_256,0.8850970257891149,0.8717850287907869,0.8648268745798648,0.9030543550733178,0.8230679993322869,0.846054354364981,0.8717850287907869
cnn_epoch_3_language_512_cnode_256,0.9409905342493835,0.9412442396313364,0.9408489998979295,0.9381440836225933,0.9265080169640956,0.931980205880018,0.9412442396313364
cnn_epoch_3_language_128_cnode_64,0.8652598009752875,0.85489443378119,0.8445700465596125,0.8815507030820108,0.7850367726364372,0.8121170560597873,0.85489443378119
cnn_epoch_3_language_128_cnode_64,0.8589213667441008,0.8575815738963531,0.8580140270438836,0.8510228205370307,0.8553136050737512,0.8529151027230006,0.8575815738963531
cnn_epoch_3_language_128_cnode_64,0.8054619340744924,0.799232245681382,0.7926755039529789,0.8109675073960788,0.7724083150616236,0.7810862814883848,0.799232245681382
cnn_epoch_3_language_128_cnode_64,0.8972446583023146,0.8982725527831094,0.8975683362473551,0.8815766095736299,0.8711526584336957,0.8760997921430764,0.8982725527831094
cnn_epoch_3_language_128_cnode_64,0.8681214754083016,0.8671785028790787,0.8676206493066605,0.8257213891836019,0.8300877686819932,0.8278590527119939,0.8671785028790787
cnn_epoch_3_language_128_cnode_64,0.9331879037167377,0.9239923224568138,0.9271066669356759,0.8345492558995319,0.8944056771141337,0.8602931138717165,0.9239923224568138
cnn_epoch_3_language_128_cnode_64,0.9123699925837226,0.9120921305182341,0.912207237998409,0.9053700059339157,0.9074988201982067,0.9064075918819063,0.9120921305182341
cnn_epoch_3_language_128_cnode_64,0.9018846533490658,0.9021113243761996,0.8997621560773821,0.9009033809110888,0.8640945190296424,0.8794227758491593,0.9021113243761996
cnn_epoch_3_language_128_cnode_64,0.877579330458409,0.8710172744721689,0.8657233002302278,0.888474025974026,0.8290120693024081,0.8481445908883979,0.8710172744721689
cnn_epoch_3_language_128_cnode_64,0.9217264339844986,0.9216589861751152,0.9204535290643285,0.9220790020790022,0.896843092900801,0.9078510229061025,0.9216589861751152
cnn_epoch_3_language_128_cnode_128,0.8771527627986078,0.8786948176583493,0.8769171385817696,0.8682859473550941,0.8472884165856054,0.8564738292011018,0.8786948176583493
cnn_epoch_3_language_128_cnode_128,0.8613577121618667,0.8614203454894434,0.8613878555556178,0.8560651959816374,0.8557314347609793,0.855897056739083,0.8614203454894434
cnn_epoch_3_language_128_cnode_128,0.809908893478726,0.8049904030710173,0.7993716299566743,0.8146588065942352,0.7800482690376573,0.7885192415624396,0.8049904030710173
cnn_epoch_3_language_128_cnode_128,0.8968939780980192,0.8982725527831094,0.89691276202512,0.8855790612596242,0.8654846998761938,0.8745912737362799,0.8982725527831094
cnn_epoch_3_language_128_cnode_128,0.8575607126789958,0.854510556621881,0.8558172530596113,0.8083280655519745,0.819610824496476,0.8136344116467285,0.854510556621881
cnn_epoch_3_language_128_cnode_128,0.9390278598843657,0.9408829174664107,0.9395774776220216,0.8939938962149814,0.8606505026611473,0.8761949378089187,0.9408829174664107
cnn_epoch_3_language_128_cnode_128,0.916198940155184,0.9159309021113243,0.9160409830639806,0.9094464432810297,0.9115966650935976,0.9104945966032205,0.9159309021113243
cnn_epoch_3_language_128_cnode_128,0.9003124690774611,0.8975047984644914,0.8934286493682707,0.9082570789404172,0.8477632079690881,0.8703608335332342,0.8975047984644914
cnn_epoch_3_language_128_cnode_128,0.8654234903380597,0.8537428023032629,0.8454600819209086,0.8807027741815561,0.8021327351521182,0.8237911467791936,0.8537428023032629
cnn_epoch_3_language_128_cnode_128,0.9213098765407274,0.9216589861751152,0.9214348350221494,0.9123881858841496,0.9076950453085864,0.9099782205372267,0.9216589861751152
cnn_epoch_3_language_128_cnode_256,0.8788368163162944,0.8798464491362764,0.879183049907755,0.8644113049641259,0.8564496938666146,0.8602259143775834,0.8798464491362764
cnn_epoch_3_language_128_cnode_256,0.8559650093442911,0.8525911708253359,0.853383914039334,0.8457832466710158,0.8533105344544076,0.8485991424977026,0.8525911708253359
cnn_epoch_3_language_128_cnode_256,0.799526335103811,0.7950095969289828,0.7889018779879733,0.8037852279891312,0.7692798567058701,0.7773837780952819,0.7950095969289828
cnn_epoch_3_language_128_cnode_256,0.897404746190137,0.8986564299424185,0.8967191842024335,0.889985043058557,0.8612226641848764,0.8737520597072792,0.8986564299424185
cnn_epoch_3_language_128_cnode_256,0.874657200510863,0.8771593090211133,0.8754387332961935,0.8454891022293372,0.8266495466976764,0.8353238288948206,0.8771593090211133
cnn_epoch_3_language_128_cnode_256,0.9422726103637107,0.9428023032629559,0.9425172976778917,0.8879790881910778,0.8803222945002958,0.8840911527397572,0.9428023032629559
cnn_epoch_3_language_128_cnode_256,0.9114220147825852,0.9113243761996161,0.9113696649000378,0.9050266875981161,0.9058549630328772,0.9054368451447901,0.9113243761996161
cnn_epoch_3_language_128_cnode_256,0.8815085403087922,0.8821497120921306,0.8786339795315732,0.8792053239381483,0.836355631113,0.8533755604972142,0.8821497120921306
cnn_epoch_3_language_128_cnode_256,0.8761396848346691,0.8702495201535508,0.8651021820385897,0.8861762154426276,0.8289234290949512,0.8475605955678671,0.8702495201535508
cnn_epoch_3_language_128_cnode_256,0.9167721202483822,0.9155145929339478,0.913556543676966,0.921363092983619,0.8839312916384696,0.8992596760863065,0.9155145929339478
cnn_epoch_4_language_256_cnode_64,0.8761435780404405,0.8698656429942418,0.8627425655667728,0.888127571458589,0.8107413271251951,0.8355479825137223,0.8698656429942418
cnn_epoch_4_language_256_cnode_64,0.8519923658646912,0.8479846449136277,0.8488767285606451,0.8411843098955996,0.8492991856609673,0.8440651710176894,0.8479846449136277
cnn_epoch_4_language_256_cnode_64,0.8255827578350351,0.8226487523992323,0.8188409483914777,0.8290962293444091,0.8018312584723997,0.8097212577929052,0.8226487523992323
cnn_epoch_4_language_256_cnode_64,0.9025663935805944,0.9036468330134357,0.9018732508311433,0.8959409402769072,0.8677858804264373,0.8801213865954423,0.9036468330134357
cnn_epoch_4_language_256_cnode_64,0.8849066987929164,0.8813819577735125,0.882753864706354,0.8414003366024303,0.8575766245512353,0.8488865935603268,0.8813819577735125
cnn_epoch_4_language_256_cnode_64,0.9506809947922064,0.9500959692898272,0.9503638232045142,0.8967123921977195,0.9053222945002957,0.900944775944776,0.9500959692898272
cnn_epoch_4_language_256_cnode_64,0.9255835853442675,0.9239923224568138,0.924376263428113,0.915932870610173,0.9244266163284568,0.9197192016466131,0.9239923224568138
cnn_epoch_4_language_256_cnode_64,0.9141426317464236,0.9136276391554703,0.913850953413198,0.8967530485918949,0.9008777302765902,0.8987697972079896,0.9136276391554703
cnn_epoch_4_language_256_cnode_64,0.9013191844910592,0.9009596928982726,0.8993827167283548,0.9026123556373337,0.8777143637250626,0.8880372492836677,0.9009596928982726
cnn_epoch_4_language_256_cnode_64,0.9418804480893339,0.9416282642089093,0.9409090437114407,0.9434916228809358,0.9221409486628507,0.9317190040215624,0.9416282642089093
cnn_epoch_4_language_256_cnode_128,0.8690070389376118,0.8641074856046065,0.856866433102996,0.8785530695017112,0.8049144142494136,0.8286502657103572,0.8641074856046065
cnn_epoch_4_language_256_cnode_128,0.8612946371234311,0.8595009596928983,0.8600232182584002,0.8528743180745406,0.8581627501770569,0.8551197906156318,0.8595009596928983
cnn_epoch_4_language_256_cnode_128,0.8149280497060953,0.8153550863723609,0.8132266579868019,0.8140965433518625,0.7999076958367345,0.8049379002901945,0.8153550863723609
cnn_epoch_4_language_256_cnode_128,0.9048622251661024,0.9055662188099808,0.9051243376004973,0.8892130331240529,0.8819949089301954,0.885479035495548,0.9055662188099808
cnn_epoch_4_language_256_cnode_128,0.8799055764612304,0.8779270633397313,0.8787802066456979,0.8383897761284446,0.8479852888244903,0.8429766259053026,0.8779270633397313
cnn_epoch_4_language_256_cnode_128,0.952632389966428,0.9527831094049904,0.9527054539388853,0.9062861626085176,0.903622117090479,0.9049473422842007,0.9527831094049904
cnn_epoch_4_language_256_cnode_128,0.928033581821342,0.928214971209213,0.9279235589752208,0.9264280406178893,0.9195579675947774,0.9227647748329241,0.928214971209213
cnn_epoch_4_language_256_cnode_128,0.917356161228407,0.9136276391554703,0.9103797296515102,0.9284,0.8681654541363534,0.8911391897245424,0.9136276391554703
cnn_epoch_4_language_256_cnode_128,0.9019431578466066,0.8925143953934741,0.888003241860551,0.917334225968632,0.852105754884593,0.8732756523854199,0.8925143953934741
cnn_epoch_4_language_256_cnode_128,0.9484105715184595,0.9485407066052227,0.9484598110298679,0.9424243575273485,0.9396510119951147,0.9410174180972144,0.9485407066052227
cnn_epoch_4_language_256_cnode_256,0.8787324384668532,0.8748560460652591,0.8690999351763695,0.8871941005842219,0.8214417505430085,0.8439702473605225,0.8748560460652591
cnn_epoch_4_language_256_cnode_256,0.8613150152387212,0.8618042226487524,0.8610498011900504,0.8593147881670617,0.8515488493141956,0.8548805805519551,0.8618042226487524
cnn_epoch_4_language_256_cnode_256,0.8186150223697221,0.818426103646833,0.8159022849366296,0.8189314282028125,0.8016250535339744,0.8074483747115432,0.818426103646833
cnn_epoch_4_language_256_cnode_256,0.9024518571205319,0.9036468330134357,0.9021413864593552,0.8939515952690098,0.8700530638494381,0.8807239001499674,0.9036468330134357
cnn_epoch_4_language_256_cnode_256,0.8744973039791043,0.8733205374280231,0.8738599571844926,0.8333431626510124,0.8390699842182496,0.8361305419958733,0.8733205374280231
cnn_epoch_4_language_256_cnode_256,0.9492913325031932,0.9485604606525911,0.9488907056012698,0.8931055589881682,0.9033323477232407,0.8981155447419484,0.9485604606525911
cnn_epoch_4_language_256_cnode_256,0.9204718606930269,0.9178502879078695,0.9183980066703048,0.9088696297857428,0.9199307849614597,0.913549955462262,0.9178502879078695
cnn_epoch_4_language_256_cnode_256,0.9193852177640217,0.9170825335892514,0.9144625869279837,0.9272656875918671,0.8762809348011478,0.8965301141721451,0.9170825335892514
cnn_epoch_4_language_256_cnode_256,0.9010431347443497,0.8998080614203455,0.8978089825364469,0.9047059285334769,0.8735595966288252,0.8859518505304231,0.8998080614203455
cnn_epoch_4_language_256_cnode_256,0.9436752523590081,0.9439324116743472,0.9436605776546584,0.9397321428571428,0.9312848981264542,0.9353243343842013,0.9439324116743472
cnn_epoch_4_language_512_cnode_64,0.8755735625892874,0.8760076775431862,0.8725160588987828,0.874161940515058,0.834121221494593,0.8498084976458695,0.8760076775431862
cnn_epoch_4_language_512_cnode_64,0.8639255836677218,0.8602687140115163,0.8610618185639859,0.8536254008027434,0.861756269283269,0.8565939962517408,0.8602687140115163
cnn_epoch_4_language_512_cnode_64,0.8088858775250192,0.8,0.7924726824825697,0.8160034951412134,0.7711573587709698,0.7804138694696964,0.8
cnn_epoch_4_language_512_cnode_64,0.9120048995493555,0.9128598848368522,0.9114584618948657,0.9060810729145579,0.8807455145040244,0.8920387439844786,0.9128598848368522
cnn_epoch_4_language_512_cnode_64,0.8701926360320171,0.8644913627639156,0.8666179787497926,0.8196440230423001,0.8403797464460299,0.8289079854227628,0.8644913627639156
cnn_epoch_4_language_512_cnode_64,0.9508225392397629,0.9516314779270634,0.9511422276190346,0.9093644315156053,0.8931283264340626,0.9009940710460972,0.9516314779270634
cnn_epoch_4_language_512_cnode_64,0.927986440479878,0.927831094049904,0.9273013619597227,0.9287813772895102,0.9163662104766399,0.9218798850992747,0.927831094049904
cnn_epoch_4_language_512_cnode_64,0.9329877318180005,0.9332053742802303,0.9323313251813116,0.931366615536834,0.9093459975388274,0.9193105643400652,0.9332053742802303
cnn_epoch_4_language_512_cnode_64,0.9095119157103436,0.9044145873320537,0.9015119167789951,0.9202163053047521,0.871829171556975,0.8893207004561493,0.9044145873320537
cnn_epoch_4_language_512_cnode_64,0.9500768049155146,0.9500768049155146,0.9500768049155146,0.9429564762564673,0.9429564762564673,0.9429564762564673,0.9500768049155146
cnn_epoch_4_language_512_cnode_128,0.8871617838066291,0.8875239923224568,0.8848145390337421,0.8858170490411745,0.8502527482814337,0.864696315008088,0.8875239923224568
cnn_epoch_4_language_512_cnode_128,0.8504208676818381,0.8410748560460652,0.8424154908869466,0.8359744411594697,0.847553123185014,0.8382709673239781,0.8410748560460652
cnn_epoch_4_language_512_cnode_128,0.8099024169400725,0.8084452975047984,0.8046838907469323,0.8117686207087793,0.7880805004557252,0.7950490573938951,0.8084452975047984
cnn_epoch_4_language_512_cnode_128,0.9044002556541564,0.9055662188099808,0.9043668511346857,0.89436733075686,0.8748154947573596,0.8837261203356543,0.9055662188099808
cnn_epoch_4_language_512_cnode_128,0.8763526656649623,0.872552783109405,0.8740537838496547,0.8303521643433602,0.8462986719334029,0.8377122466962997,0.872552783109405
cnn_epoch_4_language_512_cnode_128,0.9560572138523228,0.9570057581573896,0.9563178809278515,0.9248060666585967,0.8984565345949143,0.9109916849100764,0.9570057581573896
cnn_epoch_4_language_512_cnode_128,0.9275656392613556,0.926679462571977,0.9258804528901803,0.9307549015225811,0.9123548843794242,0.9201293392464799,0.926679462571977
cnn_epoch_4_language_512_cnode_128,0.9233686529325379,0.9239923224568138,0.9232780777496504,0.9170508806516231,0.9016572636538136,0.9088074799825179,0.9239923224568138
cnn_epoch_4_language_512_cnode_128,0.8925094047461098,0.8802303262955854,0.8742197913993748,0.9100477208418039,0.8343489215010087,0.8570499913465962,0.8802303262955854
cnn_epoch_4_language_512_cnode_128,0.9463922755926408,0.9466205837173579,0.9463527880338624,0.9430044776129667,0.9342014445903355,0.9384053032333488,0.9466205837173579
cnn_epoch_4_language_512_cnode_256,0.8652049032823322,0.8602687140115163,0.852579508207177,0.8745896340935813,0.7995372386538,0.8233419232334191,0.8602687140115163
cnn_epoch_4_language_512_cnode_256,0.8498094516525244,0.8445297504798465,0.8455736453239046,0.8379651662784193,0.8471836931243123,0.840889975536848,0.8445297504798465
cnn_epoch_4_language_512_cnode_256,0.8166360612410253,0.8138195777351248,0.8096333233536003,0.8198947462635524,0.7921817214573931,0.7999462902678505,0.8138195777351248
cnn_epoch_4_language_512_cnode_256,0.9048215093017744,0.9059500959692899,0.9045235143585987,0.8965735505741106,0.8731985063928764,0.8836719721858952,0.9059500959692899
cnn_epoch_4_language_512_cnode_256,0.8876986883124667,0.8863723608445297,0.8869607069811014,0.8497476364458172,0.8570678707557704,0.853291262165478,0.8863723608445297
cnn_epoch_4_language_512_cnode_256,0.9437726326543358,0.9412667946257197,0.9422694582278464,0.8737230695816617,0.900153755174453,0.8862114477453127,0.9412667946257197
cnn_epoch_4_language_512_cnode_256,0.9304090898454173,0.9289827255278311,0.9280900848613052,0.9349443744474502,0.9135771590372818,0.9224135835353391,0.9289827255278311
cnn_epoch_4_language_512_cnode_256,0.9209949338583937,0.9190019193857966,0.9165855689940129,0.9281542376198865,0.8797733832234695,0.8992255480941765,0.9190019193857966
cnn_epoch_4_language_512_cnode_256,0.9170717415440155,0.9140115163147793,0.9119940855816305,0.9249977248877375,0.8867621349738026,0.9015437943839197,0.9140115163147793
cnn_epoch_4_language_512_cnode_256,0.9485015879286033,0.9481566820276498,0.9475469929328841,0.9508009606016266,0.9300655700577782,0.9394178050026755,0.9481566820276498
cnn_epoch_4_language_128_cnode_64,0.87879069494456,0.874088291746641,0.8679502091151693,0.8886012396694215,0.8189590379556557,0.8423386519404872,0.874088291746641
cnn_epoch_4_language_128_cnode_64,0.861085623618381,0.8575815738963531,0.8583689058992774,0.8508755477041966,0.8587303736451168,0.8537806607787886,0.8575815738963531
cnn_epoch_4_language_128_cnode_64,0.8203989995260552,0.8149712092130518,0.8097596881480555,0.8257266871488596,0.7906705686985784,0.7995288742540669,0.8149712092130518
cnn_epoch_4_language_128_cnode_64,0.8984327983505389,0.8994241842610364,0.8987487135094713,0.8828767870784677,0.8727253797054149,0.8775508519824093,0.8994241842610364
cnn_epoch_4_language_128_cnode_64,0.8745131894951248,0.8756238003838771,0.8750060470791059,0.8395567117716466,0.832876493190467,0.8361184765437507,0.8756238003838771
cnn_epoch_4_language_128_cnode_64,0.9417795259032594,0.9416506717850288,0.941714127602206,0.8823455638693997,0.8840124186871674,0.8831761362563493,0.9416506717850288
cnn_epoch_4_language_128_cnode_64,0.9292750021485662,0.928598848368522,0.92880818188841,0.921893656716418,0.9268711656441718,0.9242377333708603,0.928598848368522
cnn_epoch_4_language_128_cnode_64,0.9099563521933551,0.9067178502879079,0.9031599550329232,0.9194378621072801,0.8596728807109066,0.8823267302161624,0.9067178502879079
cnn_epoch_4_language_128_cnode_64,0.8884592155154392,0.8844529750479846,0.8808005122856553,0.8966080344767272,0.8491641293137695,0.8659420642943985,0.8844529750479846
cnn_epoch_4_language_128_cnode_64,0.9415604640878017,0.9416282642089093,0.9415918646004228,0.9337634501604154,0.9326828452875565,0.933219954648526,0.9416282642089093
cnn_epoch_4_language_128_cnode_128,0.8766361642196575,0.8767754318618042,0.8731334080710502,0.8762012987012987,0.8340452477760729,0.8503888489009765,0.8767754318618042
cnn_epoch_4_language_128_cnode_128,0.856138429897403,0.8541266794625719,0.8547036218061141,0.8473456930830991,0.8528874972124265,0.8496603499410122,0.8541266794625719
cnn_epoch_4_language_128_cnode_128,0.8054127810229574,0.8042226487523992,0.8004054255461481,0.8069452362853161,0.7837831407330402,0.7905750496547811,0.8042226487523992
cnn_epoch_4_language_128_cnode_128,0.9020393821051945,0.9032629558541266,0.9020770453646714,0.891159772187606,0.8724257800215882,0.8809876038271933,0.9032629558541266
cnn_epoch_4_language_128_cnode_128,0.8741623734923791,0.8748560460652591,0.8744869009966533,0.8377734664400491,0.833811323482814,0.8357574308820822,0.8748560460652591
cnn_epoch_4_language_128_cnode_128,0.947770467808393,0.9485604606525911,0.9480994915973853,0.9022224428850936,0.8880573625073921,0.8949439974189696,0.9485604606525911
cnn_epoch_4_language_128_cnode_128,0.9234311646412967,0.9236084452975047,0.9234872964918934,0.9195605369807498,0.9169073462324996,0.918197131980196,0.9236084452975047
cnn_epoch_4_language_128_cnode_128,0.9114250508030561,0.909021113243762,0.9058887495673262,0.9190828770532604,0.8648487045509471,0.885932243880349,0.909021113243762
cnn_epoch_4_language_128_cnode_128,0.9010766466213015,0.8967370441458733,0.8936436059853626,0.9102894092535627,0.8636532446844991,0.8805091718284401,0.8967370441458733
cnn_epoch_4_language_128_cnode_128,0.9377610296551007,0.9377880184331797,0.9371139846595667,0.9375670478126574,0.9189932084302819,0.9274247491638796,0.9377880184331797
cnn_epoch_4_language_128_cnode_256,0.8656601952496494,0.8675623800383877,0.8656477824619917,0.8545876010781671,0.8346370966100798,0.8433580847516031,0.8675623800383877
cnn_epoch_4_language_128_cnode_256,0.8644231499045554,0.8644913627639156,0.8633442522960241,0.8642331283677668,0.8520898223549911,0.8569532082606288,0.8644913627639156
cnn_epoch_4_language_128_cnode_256,0.8027177774791305,0.8038387715930903,0.8026951441739455,0.7988267906632844,0.7919334214279875,0.7947560494816228,0.8038387715930903
cnn_epoch_4_language_128_cnode_256,0.9012553662217403,0.9013435700575816,0.898501482698845,0.9008905852417303,0.8570831598063298,0.8749936748556514,0.9013435700575816
cnn_epoch_4_language_128_cnode_256,0.8676515770324322,0.8595009596928983,0.8623351127108823,0.8130684534660855,0.8394360716054624,0.8243755526083113,0.8595009596928983
cnn_epoch_4_language_128_cnode_256,0.9412623983846954,0.9385796545105566,0.939658253614675,0.8684732447407819,0.895307510348906,0.8811283904647171,0.9385796545105566
cnn_epoch_4_language_128_cnode_256,0.9213497417584698,0.9209213051823416,0.921078649831114,0.9143340928243703,0.9176451156205757,0.915925612583819,0.9209213051823416
cnn_epoch_4_language_128_cnode_256,0.9120606615633705,0.9105566218809981,0.9078434934896171,0.9173879070117741,0.8694717367934198,0.8886239196401848,0.9105566218809981
cnn_epoch_4_language_128_cnode_256,0.8779071837118941,0.8675623800383877,0.860949301870514,0.8927372804910723,0.8205695747987479,0.8419885574556136,0.8675623800383877
cnn_epoch_4_language_128_cnode_256,0.9406803921864806,0.9408602150537635,0.9403690642272974,0.9390260218074789,0.9246739696037487,0.9313318890203215,0.9408602150537635
cnn_epoch_4_language_256_cnode_32,0.7672323748673409,0.7485604606525912,0.754458906540857,0.7150670552108793,0.7363554907243646,0.7215009235832581,0.7485604606525912
cnn_epoch_4_language_256_cnode_32,0.8192239251938783,0.8238003838771593,0.8211621148514183,0.7542662310260841,0.7394729985339541,0.7462675798553824,0.8238003838771593
cnn_epoch_4_language_256_cnode_32,0.799361373019863,0.8153550863723609,0.7970381296218625,0.7535671284615884,0.6685622100225506,0.6921455160669671,0.8153550863723609
cnn_epoch_4_language_256_cnode_32,0.7847195698241038,0.7880998080614203,0.7769881576048929,0.7791486771906806,0.7255623989519424,0.7403624482154929,0.7880998080614203
cnn_epoch_4_language_256_cnode_32,0.8328829936121946,0.8399232245681382,0.8328222377723475,0.8028556998370127,0.7532843485378053,0.7722493906753676,0.8399232245681382
cnn_epoch_4_language_256_cnode_32,0.8361906651613658,0.8245681381957773,0.8217820280279268,0.8394889498407894,0.8183792954188507,0.8202007222569845,0.8245681381957773
cnn_epoch_4_language_256_cnode_32,0.8644235857167489,0.8671785028790787,0.8650455717108738,0.8418529429653763,0.8205584365064741,0.8300959709975766,0.8671785028790787
cnn_epoch_4_language_256_cnode_32,0.8533904739113847,0.8257197696737044,0.8304368403787217,0.8076934167305443,0.8433551198257081,0.8148567345829529,0.8257197696737044
cnn_epoch_4_language_256_cnode_32,0.8934257335270511,0.8944337811900192,0.8937814326859034,0.8759149700913003,0.8667349437336298,0.871117583042915,0.8944337811900192
cnn_epoch_4_language_256_cnode_32,0.8924200254845415,0.8824884792626728,0.8850299557857834,0.8513395388395388,0.8832070707070707,0.8640050136400501,0.8824884792626728
cnn_epoch_4_language_256_cnode_64,0.7170680556446579,0.7343570057581574,0.7137529052828755,0.689128886261895,0.6375122591557987,0.6471599138774712,0.7343570057581574
cnn_epoch_4_language_256_cnode_64,0.811912952193754,0.8168905950095969,0.8140294941438655,0.7440315683031906,0.7292337642420015,0.735994370531466,0.8168905950095969
cnn_epoch_4_language_256_cnode_64,0.7800270225287096,0.799616122840691,0.7819714409586248,0.7186799070427499,0.6525082115303502,0.6714558664919341,0.799616122840691
cnn_epoch_4_language_256_cnode_64,0.7979612160891445,0.8,0.7987685507158397,0.7766534378988615,0.769920761137264,0.7730282571420497,0.8
cnn_epoch_4_language_256_cnode_64,0.8307395253562455,0.837619961612284,0.8265568089659755,0.8100166948315415,0.7350210343744537,0.7599157330728079,0.837619961612284
cnn_epoch_4_language_256_cnode_64,0.8135768951335758,0.7838771593090211,0.7759499987690632,0.8187867533271433,0.7740813101973623,0.7731688708469301,0.7838771593090211
