model,w-precision,w-recall,w-f1,precision,recall,f1,acc
svm,0.865296896,0.852975048,0.840399689,0.884739313,0.770326203,0.800714835,0.852975048
svm,0.82780476,0.798848369,0.776768846,0.852049497,0.720888809,0.739795164,0.798848369
svm,0.87838481,0.874039939,0.868276476,0.887469541,0.821968665,0.844174723,0.874039939
logic,0.8799301511968718,0.8763915547024952,0.8709065961018012,0.8878751428497221,0.8241683252000754,0.8462765200996369,0.8763915547024952
logic,0.8691031667760657,0.8694817658349329,0.8687434268004511,0.8676035595663345,0.8593733534937178,0.8628943972616652,0.8694817658349329
logic,0.8056608764513139,0.7969289827255278,0.7892112896904697,0.812608678934124,0.7678327616941993,0.776929645292487,0.7969289827255278
logic,0.8855634837645021,0.8863723608445297,0.8828299648724331,0.8824364118645401,0.837393511081647,0.8554405699287589,0.8863723608445297
logic,0.8374444323801784,0.836468330134357,0.8369361336944817,0.7862397354014599,0.7895339769088073,0.7878557435113944,0.836468330134357
logic,0.9266963527158308,0.9293666026871401,0.9275420826408414,0.8707121345673572,0.8342696629213483,0.8510366397903597,0.9293666026871401
logic,0.8909310896585725,0.89021113243762,0.8886252576179761,0.8929637275022102,0.8708494572911751,0.8796705334208499,0.89021113243762
logic,0.8623533303625953,0.8460652591170825,0.8309786771638089,0.8857241747984372,0.7565574556030568,0.7876848881590889,0.8460652591170825
logic,0.8246284752010327,0.7915547024952015,0.7664928053454159,0.8507978452544243,0.7094894841657533,0.7268327359250829,0.7915547024952015
logic,0.874078552712605,0.8701996927803379,0.8642605148587432,0.8821888962073452,0.8175807021280611,0.8394239526411658,0.8701996927803379
decisionTree,0.8449630373346413,0.8460652591170825,0.8454283604861254,0.824175134517798,0.8188535565875319,0.8214045441264242,0.8460652591170825
decisionTree,0.8230794602628322,0.818809980806142,0.8198732724258194,0.8115654917280346,0.8189759006619108,0.814138284647347,0.818809980806142
decisionTree,0.739666453266163,0.7416506717850287,0.7400946445827283,0.7329732091074536,0.7274229995375641,0.729596939936223,0.7416506717850287
decisionTree,0.8416961940727659,0.8380038387715931,0.8394893242626866,0.8038140488193879,0.8151714305141216,0.8090083046665972,0.8380038387715931
decisionTree,0.7932040686615132,0.7627639155470249,0.7723881917805899,0.70765908479736,0.7446859647017926,0.7182946034856863,0.7627639155470249
decisionTree,0.8771149579452178,0.8564299424184261,0.8644416972315152,0.7232284513043675,0.7795712596096984,0.7452345389238593,0.8564299424184261
decisionTree,0.8477629302422284,0.8476007677543186,0.8476786015814504,0.8371412872841444,0.8378307377693881,0.8374823702271932,0.8476007677543186
decisionTree,0.814071876843747,0.818809980806142,0.8147587908704369,0.7922550617805374,0.7671834156965036,0.7774510144625346,0.818809980806142
decisionTree,0.7882723019711392,0.7892514395393474,0.7789380930078437,0.7868476018016681,0.735113944722155,0.7489250957981871,0.7892514395393474
decisionTree,0.8155130288266914,0.8168202764976958,0.8160852604334806,0.7914596716802091,0.7868184502063893,0.7890366692703596,0.8168202764976958
random,0.886397592956074,0.8809980806142035,0.8752629637692714,0.8977630843363957,0.8272306765595301,0.8511191459801155,0.8809980806142035
random,0.8595504185304256,0.8591170825335892,0.8592963627273732,0.8530886141070138,0.8548905678317702,0.8539495945951108,0.8591170825335892
random,0.7927176054344084,0.7888675623800384,0.7826463181482869,0.7963766741309228,0.7630690005649283,0.7708210166125371,0.7888675623800384
random,0.8890912338410957,0.889827255278311,0.8865381629045227,0.8861388470985815,0.8424895388006379,0.8601512338606722,0.889827255278311
random,0.8525985790842843,0.8537428023032629,0.8531276987722295,0.8102286663579822,0.805053082671146,0.8075738549151013,0.8537428023032629
random,0.9380444709874417,0.9401151631477928,0.9385682874563654,0.8946305273982664,0.8558367829686575,0.8737049772135659,0.9401151631477928
random,0.9000164847315997,0.8994241842610364,0.8981457423634654,0.9018816616941907,0.8819207173194903,0.8900940169508775,0.8994241842610364
random,0.8692239863463471,0.8621880998080614,0.8528538316177898,0.8823740842490843,0.78997426324547,0.8179622682349663,0.8621880998080614
random,0.8321746634780183,0.8095969289827255,0.7917154835257846,0.853059067886164,0.7382169989919602,0.7586348094304434,0.8095969289827255
random,0.8696526754141742,0.8678955453149002,0.8626752886378277,0.8737765521777767,0.8186685935060838,0.8381720430107527,0.8678955453149002
random,1.0,1.0,1.0,1.0,1.0,1.0,1.0
random,0.8099999999999999,0.9,0.8526315789473685,0.45,0.5,0.4736842105263158,0.9
random,0.64,0.8,0.7111111111111111,0.4,0.5,0.4444444444444445,0.8
random,0.8099999999999999,0.9,0.8526315789473685,0.45,0.5,0.4736842105263158,0.9
random,0.48999999999999994,0.7,0.5764705882352941,0.35,0.5,0.4117647058823529,0.7
random,1.0,1.0,1.0,1.0,1.0,1.0,1.0
random,1.0,1.0,1.0,1.0,1.0,1.0,1.0
random,1.0,1.0,1.0,1.0,1.0,1.0,1.0
random,0.8099999999999999,0.9,0.8526315789473685,0.45,0.5,0.4736842105263158,0.9
random,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cnn_epoch_2_batch_size_20,0.81,0.9,0.8526315789473685,0.45,0.5,0.4736842105263158,0.9
cnn_epoch_2_batch_size_20,0.7511111111111112,0.8666666666666667,0.8047619047619048,0.43333333333333335,0.5,0.4642857142857143,0.8666666666666667
cnn_epoch_2_batch_size_20,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cnn_epoch_2_batch_size_20,0.8148148148148148,0.8333333333333334,0.8230008984725966,0.611111111111111,0.5865384615384616,0.5956873315363882,0.8333333333333334
cnn_epoch_2_batch_size_20,0.9683333333333334,0.9666666666666667,0.9663003663003662,0.975,0.9545454545454546,0.9633699633699633,0.9666666666666667
cnn_epoch_2_batch_size_20,0.9027777777777778,0.7666666666666667,0.7957136342909256,0.7083333333333334,0.86,0.7127222982216141,0.7666666666666667
cnn_epoch_2_batch_size_20,0.9435897435897436,0.9333333333333333,0.9342592592592591,0.9230769230769231,0.9473684210526316,0.9305555555555556,0.9333333333333333
cnn_epoch_2_batch_size_20,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9333333333333333
cnn_epoch_2_batch_size_20,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cnn_epoch_2_batch_size_20,0.9555555555555556,0.9333333333333333,0.9386666666666666,0.8333333333333333,0.9615384615384616,0.8800000000000001,0.9333333333333333
cnn_epoch_2_language_256_cnode_64,0.8633717812567234,0.852975047984645,0.8423688741280655,0.8795501962329116,0.7823481848386304,0.809360220838447,0.852975047984645
cnn_epoch_2_language_256_cnode_64,0.849991286291039,0.8464491362763915,0.8472903594986934,0.8395501813060026,0.8470819926432568,0.8423310551532626,0.8464491362763915
cnn_epoch_2_language_256_cnode_64,0.801908202846489,0.800767754318618,0.7968002055766678,0.8033533743937116,0.7799881767700986,0.7867448836327828,0.800767754318618
cnn_epoch_2_language_256_cnode_64,0.8944571709258187,0.8955854126679462,0.8947975656738631,0.8786172506777896,0.8673570208317397,0.8726756513926326,0.8955854126679462
cnn_epoch_2_language_256_cnode_64,0.8464049446717562,0.8218809980806142,0.8287346035801497,0.7721846351567376,0.8179468957943019,0.7872505202920959,0.8218809980806142
cnn_epoch_2_language_256_cnode_64,0.9447369022262709,0.945489443378119,0.9450634282428454,0.8951498156134301,0.8829863985807215,0.8889207193442686,0.945489443378119
cnn_epoch_2_language_256_cnode_64,0.9104399174744633,0.9105566218809981,0.9104913265259437,0.9049798184544394,0.9037989617744219,0.9043815468744117,0.9105566218809981
cnn_epoch_2_language_256_cnode_64,0.8986208138754639,0.8978886756238004,0.8947140516394656,0.9011607318512689,0.8540192671483454,0.8726873797481565,0.8978886756238004
cnn_epoch_2_language_256_cnode_64,0.8616353300610595,0.8556621880998081,0.849333450338308,0.8710685237681581,0.8106493121649303,0.8293439005794238,0.8556621880998081
cnn_epoch_2_language_256_cnode_64,0.9241888377062535,0.924347158218126,0.9233722321125262,0.923217805233435,0.9019300298462394,0.911413138550502,0.924347158218126
cnn_epoch_2_language_256_cnode_128,0.8618661098554987,0.8522072936660269,0.8417401606333272,0.8770973200004353,0.7821043227689164,0.8087284333763519,0.8522072936660269
cnn_epoch_2_language_256_cnode_128,0.853358925143954,0.853358925143954,0.853358925143954,0.8475855938205317,0.8475855938205317,0.8475855938205317,0.853358925143954
cnn_epoch_2_language_256_cnode_128,0.8112908796051773,0.8080614203454894,0.8033743745344927,0.8148065863901557,0.7852723308356913,0.7931693975187315,0.8080614203454894
cnn_epoch_2_language_256_cnode_128,0.9036113771437682,0.9047984644913628,0.9035893458593578,0.8933966819834174,0.873892968544158,0.8827808042408223,0.9047984644913628
cnn_epoch_2_language_256_cnode_128,0.8646174528310511,0.8637236084452975,0.8641453914192836,0.8213347573824439,0.8253378617420222,0.8232973326309365,0.8637236084452975
cnn_epoch_2_language_256_cnode_128,0.9456125652004922,0.946257197696737,0.9458983730268191,0.8960564420516608,0.8856179775280899,0.8907290800269417,0.946257197696737
cnn_epoch_2_language_256_cnode_128,0.9098624751375965,0.9101727447216891,0.9099211763939574,0.9059542717225861,0.9014314928425358,0.9035835896761033,0.9101727447216891
cnn_epoch_2_language_256_cnode_128,0.8994354111909341,0.8963531669865643,0.892088813058469,0.9079199584165494,0.8455270409538016,0.8686116906173784,0.8963531669865643
cnn_epoch_2_language_256_cnode_128,0.8650354639807623,0.8506717850287908,0.8413234388577591,0.8825285338015803,0.7959968270687783,0.8185533292186,0.8506717850287908
cnn_epoch_2_language_256_cnode_128,0.9199691685636677,0.9205069124423964,0.9198326071928979,0.9151189296574884,0.9012627358783072,0.9076686693588102,0.9205069124423964
cnn_epoch_2_language_256_cnode_256,0.8638717529344161,0.8610364683301344,0.8543393318854072,0.8698397738760177,0.8042588017587915,0.8261455833703286,0.8610364683301344
cnn_epoch_2_language_256_cnode_256,0.8589734648326026,0.8595009596928983,0.859027057087688,0.8556304661554779,0.8508632900473214,0.8530203415666484,0.8595009596928983
cnn_epoch_2_language_256_cnode_256,0.8001040242505668,0.7927063339731286,0.7851689352040959,0.8061716503514109,0.7641198526549801,0.7728045036617446,0.7927063339731286
cnn_epoch_2_language_256_cnode_256,0.8981600705255038,0.8990403071017274,0.8966451007516698,0.8938517566409597,0.8580942202050593,0.8731984477653265,0.8990403071017274
cnn_epoch_2_language_256_cnode_256,0.859322258019708,0.8568138195777352,0.8579103712361978,0.8114718944069266,0.8211636195275319,0.8160752640239382,0.8568138195777352
cnn_epoch_2_language_256_cnode_256,0.9433888841211489,0.9435700575815739,0.9434772498293995,0.8876780450404544,0.8851360141927853,0.8864004822420934,0.9435700575815739
cnn_epoch_2_language_256_cnode_256,0.909655816458291,0.908637236084453,0.9074236912830107,0.9127445671289568,0.8913434009753028,0.9000637667927818,0.908637236084453
cnn_epoch_2_language_256_cnode_256,0.8891619159565556,0.8905950095969289,0.8889076855984793,0.8799737902749214,0.8572096246850616,0.867271493061397,0.8905950095969289
cnn_epoch_2_language_256_cnode_256,0.8600204771281242,0.8433781190019194,0.8325468299398455,0.8789256120171024,0.7851002281353077,0.8079389012812747,0.8433781190019194
cnn_epoch_2_language_256_cnode_256,0.9240780368846728,0.924347158218126,0.9234574637613198,0.9222838946616522,0.902860197195478,0.9115948710039041,0.924347158218126
cnn_epoch_2_language_512_cnode_64,0.8632609125073036,0.854510556621881,0.8446777455093414,0.8775370121612025,0.7863541026486338,0.8125935210140995,0.854510556621881
cnn_epoch_2_language_512_cnode_64,0.8496484120753477,0.8464491362763915,0.8472434335161189,0.8395107068874055,0.8466160696562524,0.842209574759347,0.8464491362763915
cnn_epoch_2_language_512_cnode_64,0.797787860766018,0.7961612284069098,0.7916374063070604,0.7996882434489762,0.7740515487943112,0.781067109790827,0.7961612284069098
cnn_epoch_2_language_512_cnode_64,0.8944981591932132,0.8928982725527831,0.8935375254627158,0.8686333251729246,0.8775423476716218,0.8728683480415591,0.8928982725527831
cnn_epoch_2_language_512_cnode_64,0.8692106311139125,0.8706333973128599,0.8698250715051835,0.8333853782244176,0.8251548180484158,0.8291177838305951,0.8706333973128599
cnn_epoch_2_language_512_cnode_64,0.9389893334192047,0.9378119001919386,0.9383408123679958,0.8711029489096488,0.8839473684210526,0.8773506270663896,0.9378119001919386
cnn_epoch_2_language_512_cnode_64,0.9143543900791029,0.9136276391554703,0.9138728639443784,0.9061471167173902,0.9107865345288658,0.908334166125938,0.9136276391554703
cnn_epoch_2_language_512_cnode_64,0.8965636109324261,0.890978886756238,0.8854280324601059,0.9095391283417804,0.8332156220572181,0.8596343838271612,0.890978886756238
cnn_epoch_2_language_512_cnode_64,0.8620011197118437,0.8441458733205375,0.8330928897332956,0.8819343473642072,0.7851888683427646,0.8084142453445402,0.8441458733205375
cnn_epoch_2_language_512_cnode_64,0.9227815407462613,0.9231950844854071,0.9228996368268079,0.9148552857459676,0.9085200633053025,0.9115741432471713,0.9231950844854071
cnn_epoch_2_language_512_cnode_128,0.865611160298164,0.8575815738963531,0.848407527148378,0.8791808735184283,0.7914874161745333,0.8173999067779814,0.8575815738963531
cnn_epoch_2_language_512_cnode_128,0.8574149230244187,0.8564299424184261,0.8544955850884721,0.8592783005141138,0.8403719051808431,0.8471767853400645,0.8564299424184261
cnn_epoch_2_language_512_cnode_128,0.8023059427620921,0.798848368522073,0.7935023380133862,0.8058447847727099,0.7747140889219142,0.7825589678695359,0.798848368522073
cnn_epoch_2_language_512_cnode_128,0.8969942386636232,0.8982725527831094,0.897224830643392,0.8836220703744873,0.868129747203028,0.8753048399947906,0.8982725527831094
cnn_epoch_2_language_512_cnode_128,0.8478330683441385,0.8249520153550863,0.8314487919448655,0.7750874983612679,0.8195331462903658,0.7901384801947033,0.8249520153550863
cnn_epoch_2_language_512_cnode_128,0.9393103938680281,0.9404990403071017,0.9397933635774313,0.8870948538658636,0.8691543465405085,0.8777946223278026,0.9404990403071017
cnn_epoch_2_language_512_cnode_128,0.9102228969689253,0.9105566218809981,0.9102142948990491,0.9071001852916747,0.9009139531225421,0.9038078899511485,0.9105566218809981
cnn_epoch_2_language_512_cnode_128,0.9047575183700536,0.9047984644913628,0.9024912699563404,0.9045817623493502,0.8670845243353307,0.8826845914480548,0.9047984644913628
cnn_epoch_2_language_512_cnode_128,0.8691419076725697,0.8690978886756238,0.8662952878175624,0.869264939185616,0.8388449857463958,0.8506289506469598,0.8690978886756238
cnn_epoch_2_language_512_cnode_128,0.9197137577281165,0.9197388632872504,0.9185195322606513,0.9195810156913169,0.8948041391098973,0.9056254570368458,0.9197388632872504
cnn_epoch_2_language_512_cnode_256,0.8725091682579783,0.8656429942418427,0.8578521030619596,0.8850572343378544,0.8041227952359051,0.8293760938269609,0.8656429942418427
cnn_epoch_2_language_512_cnode_256,0.8455173172243499,0.8422264875239923,0.8430507879904583,0.8352182390880456,0.8423048269743985,0.8378912776633196,0.8422264875239923
cnn_epoch_2_language_512_cnode_256,0.8069961839760614,0.8,0.7931905875284413,0.8130018687870535,0.7726184854796339,0.7814998757941166,0.8
cnn_epoch_2_language_512_cnode_256,0.8951477292555637,0.8940499040307102,0.8899916621897079,0.8987190082644628,0.8417065424638285,0.8635883448461144,0.8940499040307102
cnn_epoch_2_language_512_cnode_256,0.8677149500995341,0.8714011516314779,0.8662290602334424,0.8510209654638606,0.7985604151861663,0.8193825633260555,0.8714011516314779
cnn_epoch_2_language_512_cnode_256,0.9415653113513704,0.9435700575815739,0.9418601884654828,0.905302989834456,0.8589503252513306,0.8800031586774792,0.9435700575815739
cnn_epoch_2_language_512_cnode_256,0.9041374109864446,0.9021113243761996,0.9026465847749512,0.8928909132770341,0.9015840805411357,0.8967042871277937,0.9021113243761996
cnn_epoch_2_language_512_cnode_256,0.8916293368357004,0.8852207293666027,0.8788535886409926,0.9055604942738895,0.8237935115044543,0.8511715562159156,0.8852207293666027
cnn_epoch_2_language_512_cnode_256,0.8530691207584279,0.8257197696737044,0.809472155293285,0.8784883142905214,0.7561656704887634,0.7792702500933184,0.8257197696737044
cnn_epoch_2_language_512_cnode_256,0.9136205327139095,0.913594470046083,0.9121111708073559,0.9137441288706132,0.88623311881068,0.8980427656565435,0.913594470046083
cnn_epoch_2_language_128_cnode_64,0.8600801647340915,0.8618042226487524,0.8583213473990113,0.8539218821071025,0.819854781663743,0.8334398976982097,0.8618042226487524
cnn_epoch_2_language_128_cnode_64,0.8574840172301703,0.8579654510556622,0.8570764552260848,0.8557405390192818,0.8469377127439279,0.8506375854318609,0.8579654510556622
cnn_epoch_2_language_128_cnode_64,0.7951383827509325,0.7930902111324376,0.7881311603198207,0.7973989223943865,0.7699963883632086,0.777184684102108,0.7930902111324376
cnn_epoch_2_language_128_cnode_64,0.8933311697102193,0.8948176583493282,0.8930533443246058,0.883418148598162,0.8584993526380355,0.8695218060198713,0.8948176583493282
cnn_epoch_2_language_128_cnode_64,0.8616957850214091,0.854510556621881,0.8571388751119133,0.8072005889069167,0.830261967827379,0.8172707669317822,0.854510556621881
cnn_epoch_2_language_128_cnode_64,0.9367148316673322,0.9378119001919386,0.9371828640816159,0.880490069781247,0.8653991720875223,0.8727066627735536,0.9378119001919386
cnn_epoch_2_language_128_cnode_64,0.9063712894028906,0.9067178502879079,0.9064249893780953,0.9024575414772649,0.8974343243668397,0.8998103722771582,0.9067178502879079
cnn_epoch_2_language_128_cnode_64,0.894410591434745,0.8944337811900192,0.891441774869901,0.8943235869084751,0.8518834498640244,0.8689906459641255,0.8944337811900192
cnn_epoch_2_language_128_cnode_64,0.8482060395284722,0.8403071017274473,0.8318059147100929,0.8590114526823388,0.7890188370145979,0.8085473854407821,0.8403071017274473
cnn_epoch_2_language_128_cnode_64,0.9183921205291009,0.9170506912442397,0.9151282428828397,0.9232894020452609,0.8856864769844244,0.9010913183392829,0.9170506912442397
cnn_epoch_2_language_128_cnode_128,0.8589247542392774,0.8541266794625719,0.8457550656004248,0.8677618333690298,0.7911896263314055,0.8149174411004064,0.8541266794625719
cnn_epoch_2_language_128_cnode_128,0.8503137312793654,0.8468330134357006,0.8476644524282797,0.839933002180906,0.8474033294041823,0.842705163378426,0.8468330134357006
cnn_epoch_2_language_128_cnode_128,0.7868692091855414,0.7846449136276391,0.7854051151601887,0.7771834130743125,0.781126879484805,0.778784450903985,0.7846449136276391
cnn_epoch_2_language_128_cnode_128,0.8877656317861495,0.8894433781190019,0.8874861142473969,0.8771099452554745,0.851285941337957,0.8626242029259374,0.8894433781190019
cnn_epoch_2_language_128_cnode_128,0.8435882915783458,0.8284069097888676,0.8333493982012695,0.7767583626519361,0.8107270526273692,0.7898347624585127,0.8284069097888676
cnn_epoch_2_language_128_cnode_128,0.9321723918291416,0.9259117082533589,0.9282154317978832,0.840498096612325,0.8857096392667061,0.8607492422796725,0.9259117082533589
cnn_epoch_2_language_128_cnode_128,0.9017585743997865,0.9021113243761996,0.9015028241500573,0.8996581086311444,0.8898379738870537,0.8942561396387254,0.9021113243761996
cnn_epoch_2_language_128_cnode_128,0.8889783694093197,0.8856046065259117,0.8803170135053937,0.8974378293125185,0.8296978257789778,0.8538005197935892,0.8856046065259117
cnn_epoch_2_language_128_cnode_128,0.8581938514325888,0.8525911708253359,0.8461277790689103,0.8670419872696528,0.8072783962463137,0.8257129197406881,0.8525911708253359
cnn_epoch_2_language_128_cnode_128,0.9060712437612992,0.9055299539170507,0.903421209319416,0.9081121726822363,0.8731426984559223,0.8875192008782361,0.9055299539170507
cnn_epoch_2_language_128_cnode_256,0.8584515719940154,0.8437619961612284,0.8303338597672222,0.8786443854201352,0.7653490653197612,0.793416271955129,0.8437619961612284
cnn_epoch_2_language_128_cnode_256,0.8575156071744038,0.8579654510556622,0.857638105976862,0.8534429134637264,0.8501991736529588,0.8517108218714422,0.8579654510556622
cnn_epoch_2_language_128_cnode_256,0.7999410823731474,0.7976967370441459,0.7929086965432118,0.8024411786815004,0.7749102276429312,0.7822413877062472,0.7976967370441459
cnn_epoch_2_language_128_cnode_256,0.892236947685313,0.8921305182341651,0.8884480487875784,0.8926180222637523,0.8422342062095753,0.8620776132204111,0.8921305182341651
cnn_epoch_2_language_128_cnode_256,0.8663105604499761,0.8702495201535508,0.8658536517277697,0.8456474343383071,0.8016571607000575,0.8197336654939498,0.8702495201535508
cnn_epoch_2_language_128_cnode_256,0.9370538157314003,0.9381957773512476,0.9375347961702498,0.8816085739256669,0.8656238911886458,0.8733500446470497,0.9381957773512476
cnn_epoch_2_language_128_cnode_256,0.8965107686247669,0.8940499040307102,0.894689543339333,0.88429966022244,0.8936998584237849,0.8883416077764857,0.8940499040307102
cnn_epoch_2_language_128_cnode_256,0.8969934471458745,0.8948176583493282,0.890777501341507,0.9033269932691543,0.8454766924728674,0.8672563573821808,0.8948176583493282
cnn_epoch_2_language_128_cnode_256,0.8507506388123212,0.8322456813819578,0.8193868902604471,0.8703396741302946,0.7697386213795004,0.7921626921639519,0.8322456813819578
cnn_epoch_2_language_128_cnode_256,0.9187991939941867,0.9193548387096774,0.9188541086374193,0.9120729684908789,0.9019617094588583,0.906731170045908,0.9193548387096774
cnn_epoch_3_language_256_cnode_64,0.8673929419078538,0.8618042226487524,0.8540370937962787,0.8778496130612913,0.8006646343696963,0.8249720044792833,0.8618042226487524
cnn_epoch_3_language_256_cnode_64,0.8501627733905324,0.8452975047984644,0.846296786689889,0.8386361791093249,0.8475157513214936,0.8415618715594946,0.8452975047984644
cnn_epoch_3_language_256_cnode_64,0.7982133032747345,0.7946257197696737,0.7889399065460737,0.8017785574218799,0.7698322785157636,0.7776390578568437,0.7946257197696737
cnn_epoch_3_language_256_cnode_64,0.9032247050894289,0.9044145873320537,0.903263817154376,0.89246534616671,0.8739985012933074,0.882452431059763,0.9044145873320537
cnn_epoch_3_language_256_cnode_64,0.8840032128878756,0.8867562380038387,0.884158291150041,0.8636146327643601,0.8316670973577105,0.8456781136332008,0.8867562380038387
cnn_epoch_3_language_256_cnode_64,0.9421420649308373,0.9370441458733205,0.9388603850169553,0.8610587833694711,0.9053193376700177,0.8810851915685777,0.9370441458733205
cnn_epoch_3_language_256_cnode_64,0.9154331506408917,0.9151631477927064,0.9152742340508663,0.9086311558116069,0.9107770961145194,0.9096771956589578,0.9151631477927064
cnn_epoch_3_language_256_cnode_64,0.9158525838978094,0.9163147792706334,0.9149334509256837,0.9130656558461986,0.8866322352503258,0.8982752888609928,0.9163147792706334
cnn_epoch_3_language_256_cnode_64,0.8893233182750119,0.8825335892514395,0.8779798756977467,0.9010992545502705,0.8429098186175492,0.8621841818083742,0.8825335892514395
cnn_epoch_3_language_256_cnode_64,0.9341085090309021,0.9327956989247311,0.9331988123171426,0.9193794200348371,0.9295667846676067,0.9241533410727883,0.9327956989247311
cnn_epoch_3_language_256_cnode_128,0.8632061929684052,0.8541266794625719,0.8441272807300204,0.8778671197423791,0.7854325821431916,0.811834701946472,0.8541266794625719
cnn_epoch_3_language_256_cnode_128,0.8517299298234771,0.8510556621880998,0.8513191494953735,0.8446079779248052,0.8470553422159922,0.8457529801292163,0.8510556621880998
cnn_epoch_3_language_256_cnode_128,0.8111150184002666,0.8072936660268714,0.8022924084352134,0.8150942092412585,0.7837471463798832,0.7918767458856304,0.8072936660268714
cnn_epoch_3_language_256_cnode_128,0.9049882252877357,0.9047984644913628,0.9020310979325505,0.9057669744020811,0.8610455958138203,0.8793174047152217,0.9047984644913628
cnn_epoch_3_language_256_cnode_128,0.8737373903692462,0.8767754318618042,0.8743847016417723,0.8475394846217789,0.8215493187390597,0.8331527927784841,0.8767754318618042
cnn_epoch_3_language_256_cnode_128,0.9463907780098695,0.9470249520153551,0.9466712534121503,0.8976386513381664,0.8871584861028977,0.892290093169414,0.9470249520153551
cnn_epoch_3_language_256_cnode_128,0.9179964934478063,0.9174664107485605,0.9166119633675991,0.919991919700714,0.9029322007236118,0.9101790549247282,0.9174664107485605
cnn_epoch_3_language_256_cnode_128,0.9090123965146631,0.9078694817658349,0.9051440364984094,0.9131472988023878,0.8668334763924654,0.8854234932419653,0.9078694817658349
cnn_epoch_3_language_256_cnode_128,0.870280153054114,0.8518234165067179,0.8415761675411284,0.8912463581671648,0.7943702469115035,0.8182951369965001,0.8518234165067179
cnn_epoch_3_language_256_cnode_128,0.9379112940107035,0.9381720430107527,0.9379850528740208,0.9315984234831962,0.9264082598860612,0.9289307936217335,0.9381720430107527
cnn_epoch_3_language_256_cnode_256,0.8716691590957593,0.8679462571976967,0.8615821275375141,0.8795055351892255,0.8122106045744318,0.8347902781198702,0.8679462571976967
cnn_epoch_3_language_256_cnode_256,0.8587753788850316,0.8579654510556622,0.8561567514037546,0.8603794156408531,0.8424337905362189,0.8489926051262768,0.8579654510556622
cnn_epoch_3_language_256_cnode_256,0.8061819054331345,0.8042226487523992,0.7999628576408098,0.8085048855075707,0.782614239366109,0.7898616698068921,0.8042226487523992
cnn_epoch_3_language_256_cnode_256,0.8972446583023146,0.8982725527831094,0.8975683362473551,0.8815766095736299,0.8711526584336957,0.8760997921430764,0.8982725527831094
cnn_epoch_3_language_256_cnode_256,0.8738013938034865,0.8763915547024952,0.8745914981624484,0.8446852101262355,0.8251636625966363,0.8341223698781838,0.8763915547024952
cnn_epoch_3_language_256_cnode_256,0.9477714295059655,0.9493282149712092,0.9480193201553863,0.9151320069676174,0.8743228858663512,0.8931349807191713,0.9493282149712092
