experiment_name,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,f1_score,accuracy
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9343703769776295,0.9346014105578115,0.9344116294527839,0.9306689300082466,0.9259418510664118,0.9282086102394854,0.9282086102394854,0.9346014105578115
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9334407498367118,0.9324642017525112,0.9327557868813181,0.9237376399655849,0.9308417512982642,0.9270372658210593,0.9270372658210593,0.9324642017525112
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9297955920757007,0.9279760632613806,0.9281289583139396,0.918714502403834,0.9261341705817968,0.9217590611957401,0.9217590611957401,0.9279760632613806
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9318687709648725,0.9320367599914512,0.9318844971017841,0.9284125972204512,0.9238818765815321,0.9260663217742254,0.9260663217742254,0.9320367599914512
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.933962479096859,0.9339602479162215,0.9338960279234982,0.9277679381300236,0.9277132615179164,0.9276745451712661,0.9276745451712661,0.9339602479162215
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9338642307968766,0.9337465270356914,0.933540835249538,0.9306844459403738,0.9259740044054277,0.927996959102797,0.927996959102797,0.9337465270356914
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9317103163680366,0.9318230391109211,0.9317532683640655,0.9264499520350672,0.9245087739357901,0.9254639088000092,0.9254639088000092,0.9318230391109211
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9316632387758566,0.9318230391109211,0.9316625835410435,0.9261097175525613,0.9240451866852505,0.9249788958515947,0.9249788958515947,0.9318230391109211
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9357305459463251,0.9354562940799316,0.9355642318102261,0.9287977384951908,0.9306399712143155,0.9296798580941056,0.9296798580941056,0.9354562940799316
cnn_model_new_epoch_5_batch_size_128_learningRate_0.001_filter_64_window_size_6_dropout_0.6_balanced_True_full_connected_128,0.9290255292532964,0.9292583885445608,0.9289506442491411,0.9261783077061548,0.9184957099223204,0.9221024624292872,0.9221024624292872,0.9292583885445608
